fecha_iv,tc_iv
1996-08-20,7.4775
1996-08-21,7.4765
1996-08-22,7.4760
1996-08-23,7.4850
1996-08-26,7.4950
1996-08-27,7.5060
1996-08-28,7.5035
1996-08-29,7.5175
1996-08-30,7.5635
1996-09-02,7.5585
1996-09-03,7.5630
1996-09-04,7.5770
1996-09-05,7.6000
1996-09-06,7.5895
1996-09-09,7.5500
1996-09-10,7.5485
1996-09-11,7.5520
1996-09-12,7.5500
1996-09-13,7.5325
1996-09-17,7.5050
1996-09-18,7.4995
1996-09-19,7.5100
1996-09-20,7.5360
1996-09-23,7.5475
1996-09-24,7.5340
1996-09-25,7.5300
1996-09-26,7.5290
1996-09-27,7.5385
1996-09-30,7.5400
1996-10-01,7.5295
1996-10-02,7.5210
1996-10-03,7.5300
1996-10-04,7.5355
1996-10-07,7.5280
1996-10-08,7.5375
1996-10-09,7.5640
1996-10-10,7.5995
1996-10-11,7.6500
1996-10-14,7.7090
1996-10-15,7.7290
1996-10-16,7.7515
1996-10-17,7.7525
1996-10-18,7.7280
1996-10-21,7.7350
1996-10-22,7.7715
1996-10-23,7.8125
1996-10-24,7.8625
1996-10-25,7.8855
1996-10-28,7.8975
1996-10-29,7.9135
1996-10-30,7.9700
1996-10-31,7.9950
1996-11-01,7.9575
1996-11-04,7.9190
1996-11-05,7.9075
1996-11-06,7.9185
1996-11-07,7.9170
1996-11-08,7.9125
1996-11-11,7.9000
1996-11-12,7.9050
1996-11-13,7.9095
1996-11-14,7.9110
1996-11-15,7.9025
1996-11-18,7.8965
1996-11-19,7.8925
1996-11-21,7.8860
1996-11-22,7.8865
1996-11-25,7.8820
1996-11-26,7.8800
1996-11-27,7.8785
1996-11-28,7.8885
1996-11-29,7.8900
1996-12-02,7.8825
1996-12-03,7.8780
1996-12-04,7.8780
1996-12-05,7.8850
1996-12-06,7.9085
1996-12-09,7.9025
1996-12-10,7.8795
1996-12-11,7.8920
1996-12-13,7.9015
1996-12-16,7.8900
1996-12-17,7.8750
1996-12-18,7.8625
1996-12-19,7.8600
1996-12-20,7.8515
1996-12-23,7.8355
1996-12-24,7.8380
1996-12-26,7.8525
1996-12-27,7.8520
1996-12-30,7.8450
1996-12-31,7.8740
1997-01-02,7.8870
1997-01-03,7.8765
1997-01-06,7.8510
1997-01-07,7.8415
1997-01-08,7.8325
1997-01-09,7.8340
1997-01-10,7.8360
1997-01-13,7.8250
1997-01-14,7.8125
1997-01-15,7.8030
1997-01-16,7.8195
1997-01-17,7.8200
1997-01-20,7.7970
1997-01-21,7.8000
1997-01-22,7.7940
1997-01-23,7.7990
1997-01-24,7.8100
1997-01-27,7.8250
1997-01-28,7.8335
1997-01-29,7.8315
1997-01-30,7.8405
1997-01-31,7.8250
1997-02-03,7.8255
1997-02-04,7.8230
1997-02-06,7.8225
1997-02-07,7.8155
1997-02-10,7.8015
1997-02-11,7.7930
1997-02-12,7.7920
1997-02-13,7.7925
1997-02-14,7.7805
1997-02-17,7.7800
1997-02-18,7.7925
1997-02-19,7.7835
1997-02-20,7.7650
1997-02-21,7.7585
1997-02-24,7.7510
1997-02-25,7.7595
1997-02-26,7.7835
1997-02-27,7.8855
1997-02-28,7.9400
1997-03-03,7.9500
1997-03-04,8.0050
1997-03-05,8.0025
1997-03-06,8.0200
1997-03-07,8.0050
1997-03-10,7.9720
1997-03-11,7.9690
1997-03-12,7.9710
1997-03-13,7.9885
1997-03-14,7.9860
1997-03-17,7.9665
1997-03-18,7.9505
1997-03-19,7.9340
1997-03-20,7.9300
1997-03-24,7.9015
1997-03-25,7.8940
1997-03-26,7.8975
1997-03-31,7.9215
1997-04-01,7.9140
1997-04-02,7.9230
1997-04-03,7.9460
1997-04-04,7.9510
1997-04-07,7.9150
1997-04-08,7.8965
1997-04-09,7.8940
1997-04-10,7.8990
1997-04-11,7.9125
1997-04-14,7.9075
1997-04-15,7.9075
1997-04-16,7.8875
1997-04-17,7.8830
1997-04-18,7.8710
1997-04-21,7.8670
1997-04-22,7.8725
1997-04-23,7.8675
1997-04-24,7.8670
1997-04-25,7.8835
1997-04-28,7.9290
1997-04-29,7.9515
1997-04-30,7.9395
1997-05-02,7.9200
1997-05-06,7.8930
1997-05-07,7.9140
1997-05-08,7.9180
1997-05-09,7.9125
1997-05-12,7.9100
1997-05-13,7.9050
1997-05-14,7.9030
1997-05-15,7.9000
1997-05-16,7.8955
1997-05-19,7.8860
1997-05-20,7.8785
1997-05-21,7.8670
1997-05-22,7.8700
1997-05-23,7.8695
1997-05-26,7.8945
1997-05-27,7.9065
1997-05-28,7.9045
1997-05-29,7.9090
1997-05-30,7.9130
1997-06-02,7.9160
1997-06-03,7.9150
1997-06-04,7.9150
1997-06-05,7.9560
1997-06-06,7.9780
1997-06-09,7.9775
1997-06-10,7.9765
1997-06-11,7.9685
1997-06-12,7.9620
1997-06-13,7.9600
1997-06-16,7.9490
1997-06-17,7.9410
1997-06-18,7.9150
1997-06-19,7.9250
1997-06-20,7.9545
1997-06-23,7.9505
1997-06-24,7.9385
1997-06-25,7.9500
1997-06-26,7.9575
1997-06-27,7.9535
1997-06-30,7.9380
1997-07-01,7.9310
1997-07-02,7.9505
1997-07-03,7.9595
1997-07-04,7.9535
1997-07-07,7.9270
1997-07-08,7.9120
1997-07-09,7.8910
1997-07-10,7.8755
1997-07-11,7.8625
1997-07-14,7.8650
1997-07-15,7.9125
1997-07-16,7.9180
1997-07-17,7.8875
1997-07-18,7.9035
1997-07-21,7.8975
1997-07-22,7.8590
1997-07-23,7.8280
1997-07-24,7.8225
1997-07-25,7.8040
1997-07-28,7.7935
1997-07-29,7.7930
1997-07-30,7.7815
1997-07-31,7.7975
1997-08-01,7.8315
1997-08-04,7.8235
1997-08-05,7.8015
1997-08-06,7.7915
1997-08-07,7.7970
1997-08-08,7.8110
1997-08-11,7.8080
1997-08-12,7.7970
1997-08-13,7.7825
1997-08-14,7.7665
1997-08-15,7.7650
1997-08-18,7.7635
1997-08-19,7.7625
1997-08-20,7.7510
1997-08-21,7.7690
1997-08-22,7.7740
1997-08-25,7.7550
1997-08-26,7.7660
1997-08-27,7.7605
1997-08-28,7.7670
1997-08-29,7.7965
1997-09-02,7.7880
1997-09-03,7.7695
1997-09-04,7.7875
1997-09-05,7.8100
1997-09-08,7.7915
1997-09-09,7.7800
1997-09-10,7.7775
1997-09-11,7.7800
1997-09-12,7.7790
1997-09-15,7.7735
1997-09-17,7.7520
1997-09-18,7.7565
1997-09-19,7.7480
1997-09-22,7.7485
1997-09-23,7.7900
1997-09-24,7.8000
1997-09-25,7.8105
1997-09-26,7.8180
1997-09-29,7.8035
1997-09-30,7.7805
1997-10-01,7.7585
1997-10-02,7.7530
1997-10-03,7.7645
1997-10-06,7.7600
1997-10-07,7.7425
1997-10-08,7.7520
1997-10-09,7.7650
1997-10-10,7.7575
1997-10-13,7.7470
1997-10-14,7.7385
1997-10-15,7.7325
1997-10-16,7.7405
1997-10-17,7.7460
1997-10-20,7.7275
1997-10-21,7.7155
1997-10-22,7.7200
1997-10-23,7.7570
1997-10-24,7.8625
1997-10-27,8.2900
1997-10-28,8.4250
1997-10-29,8.3350
1997-10-30,8.4500
1997-10-31,8.4385
1997-11-03,8.3000
1997-11-04,8.1700
1997-11-05,8.1925
1997-11-06,8.2950
1997-11-07,8.3000
1997-11-10,8.3500
1997-11-11,8.3425
1997-11-12,8.3625
1997-11-13,8.3950
1997-11-14,8.3300
1997-11-17,8.2700
1997-11-18,8.2600
1997-11-19,8.2650
1997-11-21,8.2000
1997-11-24,8.2000
1997-11-25,8.2090
1997-11-26,8.2165
1997-11-27,8.2150
1997-11-28,8.2050
1997-12-01,8.1750
1997-12-02,8.1450
1997-12-03,8.1270
1997-12-04,8.1290
1997-12-05,8.1200
1997-12-08,8.1090
1997-12-09,8.1025
1997-12-10,8.1260
1997-12-11,8.1725
1997-12-15,8.1500
1997-12-16,8.1050
1997-12-17,8.0790
1997-12-18,8.0700
1997-12-19,8.1010
1997-12-22,8.1090
1997-12-23,8.1565
1997-12-24,8.1500
1997-12-26,8.1325
1997-12-29,8.0800
1997-12-30,8.0565
1997-12-31,8.0625
1998-01-02,8.0475
1998-01-05,8.0310
1998-01-06,8.0420
1998-01-07,8.0475
1998-01-08,8.0700
1998-01-09,8.1900
1998-01-12,8.2950
1998-01-13,8.2255
1998-01-14,8.2025
1998-01-15,8.2600
1998-01-16,8.2450
1998-01-19,8.1775
1998-01-20,8.1825
1998-01-21,8.2325
1998-01-22,8.2725
1998-01-23,8.2825
1998-01-26,8.2895
1998-01-27,8.2940
1998-01-28,8.3480
1998-01-29,8.4375
1998-01-30,8.4610
1998-02-02,8.3875
1998-02-03,8.3990
1998-02-04,8.3975
1998-02-06,8.4215
1998-02-09,8.4555
1998-02-10,8.4640
1998-02-11,8.4365
1998-02-12,8.4365
1998-02-13,8.4575
1998-02-16,8.4700
1998-02-17,8.4750
1998-02-18,8.5065
1998-02-19,8.5360
1998-02-20,8.5675
1998-02-23,8.5975
1998-02-24,8.6105
1998-02-25,8.5735
1998-02-26,8.5725
1998-02-27,8.5380
1998-03-02,8.5100
1998-03-03,8.5325
1998-03-04,8.5625
1998-03-05,8.6145
1998-03-06,8.6200
1998-03-09,8.6175
1998-03-10,8.5935
1998-03-11,8.6075
1998-03-12,8.5670
1998-03-13,8.5905
1998-03-16,8.5890
1998-03-17,8.5735
1998-03-18,8.5570
1998-03-19,8.5650
1998-03-20,8.5600
1998-03-23,8.5165
1998-03-24,8.5345
1998-03-25,8.5305
1998-03-26,8.5140
1998-03-27,8.5150
1998-03-30,8.5200
1998-03-31,8.5245
1998-04-01,8.5145
1998-04-02,8.5115
1998-04-03,8.5275
1998-04-06,8.5275
1998-04-07,8.5320
1998-04-08,8.5170
1998-04-13,8.4790
1998-04-14,8.4830
1998-04-15,8.4735
1998-04-16,8.4875
1998-04-17,8.4875
1998-04-20,8.4695
1998-04-21,8.4630
1998-04-22,8.4700
1998-04-23,8.4775
1998-04-24,8.4775
1998-04-27,8.4990
1998-04-28,8.5075
1998-04-29,8.5055
1998-04-30,8.5065
1998-05-04,8.4750
1998-05-06,8.4970
1998-05-07,8.5025
1998-05-08,8.4895
1998-05-11,8.4730
1998-05-12,8.4910
1998-05-13,8.5140
1998-05-14,8.5110
1998-05-15,8.5155
1998-05-18,8.5700
1998-05-19,8.6125
1998-05-20,8.6080
1998-05-21,8.6345
1998-05-22,8.6240
1998-05-25,8.6195
1998-05-26,8.7275
1998-05-27,8.7850
1998-05-28,8.8050
1998-05-29,8.8250
1998-06-01,8.8675
1998-06-02,8.8750
1998-06-03,8.8050
1998-06-04,8.7625
1998-06-05,8.7460
1998-06-08,8.7925
1998-06-09,8.8250
1998-06-10,8.8775
1998-06-11,8.9875
1998-06-12,9.0075
1998-06-15,9.0125
1998-06-16,8.9900
1998-06-17,8.9000
1998-06-18,8.8845
1998-06-19,8.8925
1998-06-22,8.8975
1998-06-23,8.9050
1998-06-24,8.9250
1998-06-25,8.9470
1998-06-26,8.9775
1998-06-29,9.0145
1998-06-30,8.9900
1998-07-01,8.9500
1998-07-02,8.9490
1998-07-03,8.9500
1998-07-06,8.9500
1998-07-07,8.9575
1998-07-08,8.9355
1998-07-09,8.9410
1998-07-10,8.9535
1998-07-13,8.9185
1998-07-14,8.8775
1998-07-15,8.8590
1998-07-16,8.8455
1998-07-17,8.8125
1998-07-20,8.7950
1998-07-21,8.8150
1998-07-22,8.8475
1998-07-23,8.8575
1998-07-24,8.8600
1998-07-27,8.8685
1998-07-28,8.8900
1998-07-29,8.9165
1998-07-30,8.9155
1998-07-31,8.9250
1998-08-03,8.9455
1998-08-04,8.9825
1998-08-05,8.9875
1998-08-06,8.9725
1998-08-07,9.0350
1998-08-10,9.1000
1998-08-11,9.1625
1998-08-12,9.2075
1998-08-13,9.2300
1998-08-14,9.2045
1998-08-17,9.2290
1998-08-18,9.2325
1998-08-19,9.2255
1998-08-20,9.3350
1998-08-21,9.5250
1998-08-24,9.6750
1998-08-25,9.6600
1998-08-26,9.7250
1998-08-27,9.9075
1998-08-28,10.0025
1998-08-31,10.0650
1998-09-02,9.9475
1998-09-03,10.0675
1998-09-04,10.2000
1998-09-07,10.2000
1998-09-08,10.2225
1998-09-09,10.3050
1998-09-10,10.5150
1998-09-11,10.5050
1998-09-14,10.3875
1998-09-15,10.2370
1998-09-17,10.1600
1998-09-18,10.2050
1998-09-21,10.1640
1998-09-22,10.1800
1998-09-23,10.1400
1998-09-24,10.1175
1998-09-25,10.1450
1998-09-28,10.1150
1998-09-29,10.1325
1998-09-30,10.2175
1998-10-01,10.3100
1998-10-02,10.2600
1998-10-05,10.1725
1998-10-06,10.1775
1998-10-07,10.2200
1998-10-08,10.2650
1998-10-09,10.2000
1998-10-12,10.1600
1998-10-13,10.1755
1998-10-14,10.1725
1998-10-15,10.0700
1998-10-16,10.0250
1998-10-19,10.0500
1998-10-20,10.0490
1998-10-21,10.0275
1998-10-22,9.9875
1998-10-23,10.0075
1998-10-26,10.0175
1998-10-27,10.0825
1998-10-28,10.1400
1998-10-29,10.1800
1998-10-30,10.1050
1998-11-03,9.9600
1998-11-04,9.9720
1998-11-05,9.9500
1998-11-06,9.9550
1998-11-09,9.9750
1998-11-10,10.0285
1998-11-11,10.0325
1998-11-12,10.0300
1998-11-13,10.0200
1998-11-16,9.9825
1998-11-17,9.9250
1998-11-18,9.9175
1998-11-19,9.9300
1998-11-23,9.8925
1998-11-24,9.8900
1998-11-25,9.9235
1998-11-26,9.9375
1998-11-27,9.9625
1998-11-30,9.9900
1998-12-01,9.9850
1998-12-02,9.9675
1998-12-03,9.9800
1998-12-04,10.0110
1998-12-07,9.9850
1998-12-08,9.9550
1998-12-09,9.9525
1998-12-10,9.9400
1998-12-11,9.9325
1998-12-14,9.9375
1998-12-15,9.9365
1998-12-16,9.8520
1998-12-17,9.8200
1998-12-18,9.8225
1998-12-21,9.7850
1998-12-22,9.7875
1998-12-23,9.8240
1998-12-24,9.8585
1998-12-28,9.8710
1998-12-29,9.8675
1998-12-30,9.9100
1998-12-31,9.9100
1999-01-04,9.8705
1999-01-05,9.8175
1999-01-06,9.8150
1999-01-07,9.8450
1999-01-08,9.8375
1999-01-11,9.8900
1999-01-12,10.0740
1999-01-13,10.3900
1999-01-14,10.6650
1999-01-15,10.4760
1999-01-18,10.2200
1999-01-19,10.2250
1999-01-20,10.2050
1999-01-21,10.1925
1999-01-22,10.2100
1999-01-25,10.2275
1999-01-26,10.1975
1999-01-27,10.2125
1999-01-28,10.2150
1999-01-29,10.1900
1999-02-01,10.1265
1999-02-02,10.0800
1999-02-03,10.0850
1999-02-04,10.1025
1999-02-08,10.0675
1999-02-09,10.0750
1999-02-10,10.0460
1999-02-11,10.0025
1999-02-12,9.9675
1999-02-15,9.9350
1999-02-16,9.9250
1999-02-17,9.9175
1999-02-18,9.9175
1999-02-19,9.9345
1999-02-22,9.9390
1999-02-23,9.9625
1999-02-24,9.9475
1999-02-25,9.9675
1999-02-26,9.9515
1999-03-01,9.9075
1999-03-02,9.9485
1999-03-03,9.9545
1999-03-04,9.9360
1999-03-05,9.9030
1999-03-08,9.8325
1999-03-09,9.7900
1999-03-10,9.7850
1999-03-11,9.7550
1999-03-12,9.7375
1999-03-15,9.6850
1999-03-16,9.6750
1999-03-17,9.6655
1999-03-18,9.6625
1999-03-19,9.6835
1999-03-22,9.6900
1999-03-23,9.6925
1999-03-24,9.6850
1999-03-25,9.6545
1999-03-26,9.6130
1999-03-29,9.5550
1999-03-30,9.5425
1999-03-31,9.5350
1999-04-05,9.4890
1999-04-06,9.4900
1999-04-07,9.4920
1999-04-08,9.4825
1999-04-09,9.5270
1999-04-12,9.5255
1999-04-13,9.5075
1999-04-14,9.5350
1999-04-15,9.5410
1999-04-16,9.5035
1999-04-19,9.4305
1999-04-20,9.3735
1999-04-21,9.3685
1999-04-22,9.3400
1999-04-23,9.3200
1999-04-26,9.3200
1999-04-27,9.3205
1999-04-28,9.2935
1999-04-29,9.2930
1999-04-30,9.3000
1999-05-03,9.2750
1999-05-04,9.2850
1999-05-06,9.3300
1999-05-07,9.3375
1999-05-10,9.2935
1999-05-11,9.2713
1999-05-12,9.2750
1999-05-13,9.2825
1999-05-14,9.3210
1999-05-17,9.3375
1999-05-18,9.3000
1999-05-19,9.2975
1999-05-20,9.3175
1999-05-21,9.3600
1999-05-24,9.4100
1999-05-25,9.5780
1999-05-26,9.6250
1999-05-27,9.6775
1999-05-28,9.7375
1999-05-31,9.6970
1999-06-01,9.7275
1999-06-02,9.7350
1999-06-03,9.7025
1999-06-04,9.6225
1999-06-07,9.5115
1999-06-08,9.4850
1999-06-09,9.4880
1999-06-10,9.5550
1999-06-11,9.5850
1999-06-14,9.5660
1999-06-15,9.5460
1999-06-16,9.4800
1999-06-17,9.3950
1999-06-18,9.3625
1999-06-21,9.3600
1999-06-22,9.3600
1999-06-23,9.3675
1999-06-24,9.4375
1999-06-25,9.5150
1999-06-28,9.5220
1999-06-29,9.4435
1999-06-30,9.4070
1999-07-01,9.3760
1999-07-02,9.3595
1999-07-05,9.3475
1999-07-06,9.3430
1999-07-07,9.3325
1999-07-08,9.3350
1999-07-09,9.3575
1999-07-12,9.4050
1999-07-13,9.4275
1999-07-14,9.3535
1999-07-15,9.3460
1999-07-16,9.3330
1999-07-19,9.2900
1999-07-20,9.3185
1999-07-21,9.3325
1999-07-22,9.3500
1999-07-23,9.3925
1999-07-26,9.4000
1999-07-27,9.4040
1999-07-28,9.3790
1999-07-29,9.4060
1999-07-30,9.4175
1999-08-02,9.4185
1999-08-03,9.4350
1999-08-04,9.4380
1999-08-05,9.4800
1999-08-06,9.4900
1999-08-09,9.4960
1999-08-10,9.4675
1999-08-11,9.4200
1999-08-12,9.3775
1999-08-13,9.3800
1999-08-16,9.3500
1999-08-17,9.3300
1999-08-18,9.3350
1999-08-19,9.3715
1999-08-20,9.3600
1999-08-23,9.3375
1999-08-24,9.2975
1999-08-25,9.3125
1999-08-26,9.3395
1999-08-27,9.3700
1999-08-30,9.3875
1999-08-31,9.3700
1999-09-02,9.3775
1999-09-03,9.3525
1999-09-06,9.3395
1999-09-07,9.3500
1999-09-08,9.3525
1999-09-09,9.3525
1999-09-10,9.3315
1999-09-13,9.3210
1999-09-14,9.3250
1999-09-15,9.3325
1999-09-17,9.3575
1999-09-20,9.3200
1999-09-21,9.3035
1999-09-22,9.2925
1999-09-23,9.3250
1999-09-24,9.3425
1999-09-27,9.3300
1999-09-28,9.3395
1999-09-29,9.3635
1999-09-30,9.3685
1999-10-01,9.3850
1999-10-04,9.4425
1999-10-05,9.4715
1999-10-06,9.4300
1999-10-07,9.4575
1999-10-08,9.4580
1999-10-11,9.4625
1999-10-12,9.4685
1999-10-13,9.5325
1999-10-14,9.6125
1999-10-15,9.7025
1999-10-18,9.7150
1999-10-19,9.6865
1999-10-20,9.6375
1999-10-21,9.6345
1999-10-22,9.6290
1999-10-25,9.6220
1999-10-26,9.6425
1999-10-27,9.6520
1999-10-28,9.6450
1999-10-29,9.6210
1999-11-01,9.6120
1999-11-03,9.5480
1999-11-04,9.4835
1999-11-05,9.4960
1999-11-08,9.4590
1999-11-09,9.4025
1999-11-10,9.4075
1999-11-11,9.3950
1999-11-12,9.3925
1999-11-15,9.3765
1999-11-16,9.3685
1999-11-17,9.3500
1999-11-18,9.3385
1999-11-19,9.3375
1999-11-22,9.3115
1999-11-23,9.3320
1999-11-24,9.3150
1999-11-25,9.3125
1999-11-26,9.3425
1999-11-29,9.3715
1999-11-30,9.4365
1999-12-01,9.4690
1999-12-02,9.5195
1999-12-03,9.4965
1999-12-06,9.4520
1999-12-07,9.4530
1999-12-08,9.4555
1999-12-09,9.4395
1999-12-10,9.4075
1999-12-13,9.3965
1999-12-14,9.4065
1999-12-15,9.3735
1999-12-16,9.3490
1999-12-17,9.3375
1999-12-20,9.3275
1999-12-21,9.3215
1999-12-22,9.3165
1999-12-23,9.3610
1999-12-24,9.4175
1999-12-27,9.4525
1999-12-28,9.4825
1999-12-29,9.4425
1999-12-30,9.4935
2000-01-03,9.4150
2000-01-04,9.4940
2000-01-05,9.5515
2000-01-06,9.5530
2000-01-07,9.5450
2000-01-10,9.4650
2000-01-11,9.4860
2000-01-12,9.5250
2000-01-13,9.5050
2000-01-14,9.4550
2000-01-17,9.4195
2000-01-18,9.4165
2000-01-19,9.4125
2000-01-20,9.4210
2000-01-21,9.4475
2000-01-24,9.4975
2000-01-25,9.5275
2000-01-26,9.5140
2000-01-27,9.5180
2000-01-28,9.5710
2000-01-31,9.5985
2000-02-01,9.5920
2000-02-02,9.5655
2000-02-03,9.5125
2000-02-04,9.4710
2000-02-07,9.4335
2000-02-08,9.4110
2000-02-09,9.4175
2000-02-10,9.4250
2000-02-11,9.4220
2000-02-14,9.4110
2000-02-15,9.3750
2000-02-16,9.3605
2000-02-17,9.3625
2000-02-18,9.3750
2000-02-21,9.4035
2000-02-22,9.4175
2000-02-23,9.4000
2000-02-24,9.3780
2000-02-25,9.3840
2000-02-28,9.3835
2000-02-29,9.3770
2000-03-01,9.3585
2000-03-02,9.3260
2000-03-03,9.3160
2000-03-06,9.3215
2000-03-07,9.3060
2000-03-08,9.2775
2000-03-09,9.2745
2000-03-10,9.3060
2000-03-13,9.3200
2000-03-14,9.3290
2000-03-15,9.3270
2000-03-16,9.3225
2000-03-17,9.3250
2000-03-20,9.3185
2000-03-22,9.2670
2000-03-23,9.2280
2000-03-24,9.2135
2000-03-27,9.2055
2000-03-28,9.2155
2000-03-29,9.2430
2000-03-30,9.2865
2000-03-31,9.2725
2000-04-03,9.2755
2000-04-04,9.3055
2000-04-05,9.3540
2000-04-06,9.3715
2000-04-07,9.3225
2000-04-10,9.3180
2000-04-11,9.3545
2000-04-12,9.4030
2000-04-13,9.4380
2000-04-14,9.4780
2000-04-17,9.4505
2000-04-18,9.3965
2000-04-19,9.4005
2000-04-24,9.4300
2000-04-25,9.4075
2000-04-26,9.4070
2000-04-27,9.4290
2000-04-28,9.4110
2000-05-02,9.3310
2000-05-03,9.3675
2000-05-04,9.4025
2000-05-08,9.4555
2000-05-09,9.4955
2000-05-10,9.5515
2000-05-11,9.5770
2000-05-12,9.5825
2000-05-15,9.5465
2000-05-16,9.5165
2000-05-17,9.5155
2000-05-18,9.5525
2000-05-19,9.5665
2000-05-22,9.5325
2000-05-23,9.5320
2000-05-24,9.5140
2000-05-25,9.5210
2000-05-26,9.5300
2000-05-29,9.5350
2000-05-30,9.5285
2000-05-31,9.5200
2000-06-01,9.5190
2000-06-02,9.5295
2000-06-05,9.5695
2000-06-06,9.6695
2000-06-07,9.8110
2000-06-08,9.9040
2000-06-09,9.9285
2000-06-12,9.8500
2000-06-13,9.7800
2000-06-14,9.7740
2000-06-15,9.8320
2000-06-16,9.8575
2000-06-19,9.8835
2000-06-20,9.8700
2000-06-21,9.8500
2000-06-22,9.9095
2000-06-23,9.9495
2000-06-26,10.0160
2000-06-27,10.0700
2000-06-28,9.9935
2000-06-29,9.9465
2000-06-30,9.8400
2000-07-03,9.6375
2000-07-04,9.5225
2000-07-05,9.5315
2000-07-06,9.5510
2000-07-07,9.5400
2000-07-10,9.4875
2000-07-11,9.4665
2000-07-12,9.4560
2000-07-13,9.4560
2000-07-14,9.4520
2000-07-17,9.3475
2000-07-18,9.3350
2000-07-19,9.3905
2000-07-20,9.3950
2000-07-21,9.3570
2000-07-24,9.3695
2000-07-25,9.3475
2000-07-26,9.3590
2000-07-27,9.3500
2000-07-28,9.3640
2000-07-31,9.3475
2000-08-01,9.3400
2000-08-02,9.3535
2000-08-03,9.3685
2000-08-04,9.3295
2000-08-07,9.3185
2000-08-08,9.3230
2000-08-09,9.3250
2000-08-10,9.3290
2000-08-11,9.2950
2000-08-14,9.2720
2000-08-15,9.2370
2000-08-16,9.1980
2000-08-17,9.1835
2000-08-18,9.2255
2000-08-21,9.2750
2000-08-22,9.2410
2000-08-23,9.2430
2000-08-24,9.2215
2000-08-25,9.2235
2000-08-28,9.2285
2000-08-29,9.2255
2000-08-30,9.1925
2000-08-31,9.1990
2000-09-01,9.2125
2000-09-04,9.2275
2000-09-05,9.2515
2000-09-06,9.3115
2000-09-07,9.3140
2000-09-08,9.2955
2000-09-11,9.2820
2000-09-12,9.2490
2000-09-13,9.2780
2000-09-14,9.3010
2000-09-15,9.3350
2000-09-18,9.4230
2000-09-19,9.4155
2000-09-20,9.4225
2000-09-21,9.4675
2000-09-22,9.4475
2000-09-25,9.4130
2000-09-26,9.4205
2000-09-27,9.4195
2000-09-28,9.4310
2000-09-29,9.4445
2000-10-02,9.4235
2000-10-03,9.4210
2000-10-04,9.4465
2000-10-05,9.4465
2000-10-06,9.4585
2000-10-09,9.4610
2000-10-10,9.4635
2000-10-11,9.4690
2000-10-12,9.5365
2000-10-13,9.5525
2000-10-16,9.4950
2000-10-17,9.5420
2000-10-18,9.5565
2000-10-19,9.5450
2000-10-20,9.5500
2000-10-23,9.5755
2000-10-24,9.6055
2000-10-25,9.6375
2000-10-26,9.6675
2000-10-27,9.6205
2000-10-30,9.5950
2000-10-31,9.5800
2000-11-01,9.5800
2000-11-03,9.6155
2000-11-06,9.6565
2000-11-07,9.6400
2000-11-08,9.6305
2000-11-09,9.6430
2000-11-10,9.6020
2000-11-13,9.5235
2000-11-14,9.5090
2000-11-15,9.4675
2000-11-16,9.4630
2000-11-17,9.4800
2000-11-21,9.3930
2000-11-22,9.3870
2000-11-23,9.4100
2000-11-24,9.3645
2000-11-27,9.3868
2000-11-28,9.3955
2000-11-29,9.4135
2000-11-30,9.4155
2000-12-04,9.4015
2000-12-05,9.3945
2000-12-06,9.4090
2000-12-07,9.4175
2000-12-08,9.4425
2000-12-11,9.4415
2000-12-13,9.4350
2000-12-14,9.4110
2000-12-15,9.4230
2000-12-18,9.3905
2000-12-19,9.3970
2000-12-20,9.4660
2000-12-21,9.5845
2000-12-22,9.6125
2000-12-26,9.5825
2000-12-27,9.5775
2000-12-28,9.5825
2000-12-29,9.6145
2001-01-02,9.7230
2001-01-03,9.7360
2001-01-04,9.6965
2001-01-05,9.7550
2001-01-08,9.7430
2001-01-09,9.7495
2001-01-10,9.7890
2001-01-11,9.8465
2001-01-12,9.8990
2001-01-15,9.8980
2001-01-16,9.9305
2001-01-17,9.9085
2001-01-18,9.8530
2001-01-19,9.8080
2001-01-22,9.7880
2001-01-23,9.7635
2001-01-24,9.7090
2001-01-25,9.6860
2001-01-26,9.6870
2001-01-29,9.6415
2001-01-30,9.6495
2001-01-31,9.6650
2001-02-01,9.7235
2001-02-02,9.7800
2001-02-06,9.7225
2001-02-07,9.6935
2001-02-08,9.6840
2001-02-09,9.7105
2001-02-12,9.7225
2001-02-13,9.7105
2001-02-14,9.7100
2001-02-15,9.7075
2001-02-16,9.6950
2001-02-19,9.6920
2001-02-20,9.6935
2001-02-21,9.7150
2001-02-22,9.7250
2001-02-23,9.6870
2001-02-26,9.6678
2001-02-27,9.6730
2001-02-28,9.6840
2001-03-01,9.6770
2001-03-02,9.6615
2001-03-05,9.6325
2001-03-06,9.6500
2001-03-07,9.6455
2001-03-08,9.6465
2001-03-09,9.6505
2001-03-12,9.6595
2001-03-13,9.6245
2001-03-14,9.5795
2001-03-15,9.5965
2001-03-16,9.5865
2001-03-19,9.5595
2001-03-20,9.5340
2001-03-22,9.5695
2001-03-23,9.5965
2001-03-26,9.5400
2001-03-27,9.5290
2001-03-28,9.5335
2001-03-29,9.5295
2001-03-30,9.4960
2001-04-02,9.4390
2001-04-03,9.4185
2001-04-04,9.4110
2001-04-05,9.4285
2001-04-06,9.4065
2001-04-09,9.3715
2001-04-10,9.3540
2001-04-11,9.3050
2001-04-16,9.3035
2001-04-17,9.2670
