fecha_in,tc_in,fecha_bx,tc_bx
23/09/1997,7.7900,23/09/1997,7.7681
24/09/1997,7.8000,24/09/1997,7.8243
25/09/1997,7.8105,25/09/1997,7.8072
26/09/1997,7.8180,26/09/1997,7.8199
29/09/1997,7.8035,29/09/1997,7.8158
30/09/1997,7.7805,30/09/1997,7.7707
01/10/1997,7.7585,01/10/1997,7.7536
02/10/1997,7.7530,02/10/1997,7.7530
03/10/1997,7.7645,03/10/1997,7.7562
06/10/1997,7.7600,06/10/1997,7.7601
07/10/1997,7.7425,07/10/1997,7.7497
08/10/1997,7.7520,08/10/1997,7.7603
09/10/1997,7.7650,09/10/1997,7.7700
10/10/1997,7.7575,10/10/1997,7.7592
13/10/1997,7.7470,13/10/1997,7.7483
14/10/1997,7.7385,14/10/1997,7.7427
15/10/1997,7.7325,15/10/1997,7.7403
16/10/1997,7.7405,16/10/1997,7.7336
17/10/1997,7.7460,17/10/1997,7.7484
20/10/1997,7.7275,20/10/1997,7.7270
21/10/1997,7.7155,21/10/1997,7.7196
22/10/1997,7.7200,22/10/1997,7.7229
23/10/1997,7.7570,23/10/1997,7.7630
24/10/1997,7.8625,24/10/1997,7.8272
27/10/1997,8.2900,27/10/1997,8.1400
28/10/1997,8.4250,28/10/1997,8.2967
29/10/1997,8.3350,29/10/1997,8.1033
30/10/1997,8.4500,30/10/1997,8.3433
31/10/1997,8.4385,31/10/1997,8.3683
03/11/1997,8.3000,03/11/1997,8.2367
04/11/1997,8.1700,04/11/1997,8.2535
05/11/1997,8.1925,05/11/1997,8.1659
06/11/1997,8.2950,06/11/1997,8.3650
07/11/1997,8.3000,07/11/1997,8.3767
10/11/1997,8.3500,10/11/1997,8.2627
11/11/1997,8.3425,11/11/1997,8.3100
12/11/1997,8.3625,12/11/1997,8.3583
13/11/1997,8.3950,13/11/1997,8.3800
14/11/1997,8.3300,14/11/1997,8.3275
17/11/1997,8.2700,17/11/1997,8.2425
18/11/1997,8.2600,18/11/1997,8.2642
19/11/1997,8.2650,19/11/1997,8.2883
21/11/1997,8.2000,21/11/1997,8.1773
24/11/1997,8.2000,24/11/1997,8.2352
25/11/1997,8.2090,25/11/1997,8.2358
26/11/1997,8.2165,26/11/1997,8.2000
27/11/1997,8.2150,27/11/1997,8.2165
28/11/1997,8.2050,28/11/1997,8.2135
01/12/1997,8.1750,01/12/1997,8.1810
02/12/1997,8.1450,02/12/1997,8.1538
03/12/1997,8.1270,03/12/1997,8.1306
04/12/1997,8.1290,04/12/1997,8.1057
05/12/1997,8.1200,05/12/1997,8.1440
08/12/1997,8.1090,08/12/1997,8.1105
09/12/1997,8.1025,09/12/1997,8.1148
10/12/1997,8.1260,10/12/1997,8.1394
11/12/1997,8.1725,11/12/1997,8.1998
15/12/1997,8.1500,15/12/1997,8.1376
16/12/1997,8.1050,16/12/1997,8.0916
17/12/1997,8.0790,17/12/1997,8.0787
18/12/1997,8.0700,18/12/1997,8.0740
19/12/1997,8.1010,19/12/1997,8.1318
22/12/1997,8.1090,22/12/1997,8.1156
23/12/1997,8.1565,23/12/1997,8.1268
24/12/1997,8.1500,24/12/1997,8.1648
26/12/1997,8.1325,26/12/1997,8.1430
29/12/1997,8.0800,29/12/1997,8.0833
30/12/1997,8.0565,30/12/1997,8.0640
31/12/1997,8.0625,31/12/1997,8.0681
02/01/1998,8.0475,02/01/1998,8.0585
05/01/1998,8.0310,05/01/1998,8.0423
06/01/1998,8.0420,06/01/1998,8.0422
07/01/1998,8.0475,07/01/1998,8.0598
08/01/1998,8.0700,08/01/1998,8.0775
09/01/1998,8.1900,09/01/1998,8.0857
12/01/1998,8.2950,12/01/1998,8.2775
13/01/1998,8.2255,13/01/1998,8.1628
14/01/1998,8.2025,14/01/1998,8.1662
15/01/1998,8.2600,15/01/1998,8.2762
16/01/1998,8.2450,16/01/1998,8.1978
19/01/1998,8.1775,19/01/1998,8.1803
20/01/1998,8.1825,20/01/1998,8.2145
21/01/1998,8.2325,21/01/1998,8.2682
22/01/1998,8.2725,22/01/1998,8.3320
23/01/1998,8.2825,23/01/1998,8.2939
26/01/1998,8.2895,26/01/1998,8.2810
27/01/1998,8.2940,27/01/1998,8.2662
28/01/1998,8.3480,28/01/1998,8.3603
29/01/1998,8.4375,29/01/1998,8.4640
30/01/1998,8.4610,30/01/1998,8.4643
02/02/1998,8.3875,02/02/1998,8.4367
03/02/1998,8.3990,03/02/1998,8.4323
04/02/1998,8.3975,04/02/1998,8.4135
06/02/1998,8.4215,06/02/1998,8.4222
09/02/1998,8.4555,09/02/1998,8.4529
10/02/1998,8.4640,10/02/1998,8.4850
11/02/1998,8.4365,11/02/1998,8.4522
12/02/1998,8.4365,12/02/1998,8.4495
13/02/1998,8.4575,13/02/1998,8.4652
16/02/1998,8.4700,16/02/1998,8.4629
17/02/1998,8.4750,17/02/1998,8.4578
18/02/1998,8.5065,18/02/1998,8.5427
19/02/1998,8.5360,19/02/1998,8.5449
20/02/1998,8.5675,20/02/1998,8.5892
23/02/1998,8.5975,23/02/1998,8.6379
24/02/1998,8.6105,24/02/1998,8.6140
25/02/1998,8.5735,25/02/1998,8.5832
26/02/1998,8.5725,26/02/1998,8.5583
27/02/1998,8.5380,27/02/1998,8.5253
02/03/1998,8.5100,02/03/1998,8.4957
03/03/1998,8.5325,03/03/1998,8.5347
04/03/1998,8.5625,04/03/1998,8.5825
05/03/1998,8.6145,05/03/1998,8.6202
06/03/1998,8.6200,06/03/1998,8.5978
09/03/1998,8.6175,09/03/1998,8.6273
10/03/1998,8.5935,10/03/1998,8.6273
11/03/1998,8.6075,11/03/1998,8.6690
12/03/1998,8.5670,12/03/1998,8.5673
13/03/1998,8.5905,13/03/1998,8.5595
16/03/1998,8.5890,16/03/1998,8.5927
17/03/1998,8.5735,17/03/1998,8.6048
18/03/1998,8.5570,18/03/1998,8.5641
19/03/1998,8.5650,19/03/1998,8.5638
20/03/1998,8.5600,20/03/1998,8.5784
23/03/1998,8.5165,23/03/1998,8.5368
24/03/1998,8.5345,24/03/1998,8.5410
25/03/1998,8.5305,25/03/1998,8.5282
26/03/1998,8.5140,26/03/1998,8.5252
27/03/1998,8.5150,27/03/1998,8.5165
30/03/1998,8.5200,30/03/1998,8.5353
31/03/1998,8.5245,31/03/1998,8.5192
01/04/1998,8.5145,01/04/1998,8.5096
02/04/1998,8.5115,02/04/1998,8.5214
03/04/1998,8.5275,03/04/1998,8.5410
06/04/1998,8.5275,06/04/1998,8.5200
07/04/1998,8.5320,07/04/1998,8.5274
08/04/1998,8.5170,08/04/1998,8.5106
13/04/1998,8.4790,13/04/1998,8.5130
14/04/1998,8.4830,14/04/1998,8.4928
15/04/1998,8.4735,15/04/1998,8.4716
16/04/1998,8.4875,16/04/1998,8.5009
17/04/1998,8.4875,17/04/1998,8.4945
20/04/1998,8.4695,20/04/1998,8.4728
21/04/1998,8.4630,21/04/1998,8.4550
22/04/1998,8.4700,22/04/1998,8.4616
23/04/1998,8.4775,23/04/1998,8.4703
24/04/1998,8.4775,24/04/1998,8.4747
27/04/1998,8.4990,27/04/1998,8.5190
28/04/1998,8.5075,28/04/1998,8.4818
29/04/1998,8.5055,29/04/1998,8.5029
30/04/1998,8.5065,30/04/1998,8.4898
04/05/1998,8.4750,04/05/1998,8.4770
06/05/1998,8.4970,06/05/1998,8.4793
07/05/1998,8.5025,07/05/1998,8.5007
08/05/1998,8.4895,08/05/1998,8.4834
11/05/1998,8.4730,11/05/1998,8.4673
12/05/1998,8.4910,12/05/1998,8.4965
13/05/1998,8.5140,13/05/1998,8.5198
14/05/1998,8.5110,14/05/1998,8.5069
15/05/1998,8.5155,15/05/1998,8.5147
18/05/1998,8.5700,18/05/1998,8.5303
19/05/1998,8.6125,19/05/1998,8.5849
20/05/1998,8.6080,20/05/1998,8.6212
21/05/1998,8.6345,21/05/1998,8.6223
22/05/1998,8.6240,22/05/1998,8.6402
25/05/1998,8.6195,25/05/1998,8.6378
26/05/1998,8.7275,26/05/1998,8.7081
27/05/1998,8.7850,27/05/1998,8.8802
28/05/1998,8.8050,28/05/1998,8.7873
29/05/1998,8.8250,29/05/1998,8.8164
01/06/1998,8.8675,01/06/1998,8.8983
02/06/1998,8.8750,02/06/1998,8.8818
03/06/1998,8.8050,03/06/1998,8.7958
04/06/1998,8.7625,04/06/1998,8.7803
05/06/1998,8.7460,05/06/1998,8.7619
08/06/1998,8.7925,08/06/1998,8.8252
09/06/1998,8.8250,09/06/1998,8.8360
10/06/1998,8.8775,10/06/1998,8.8808
11/06/1998,8.9875,11/06/1998,8.9609
12/06/1998,9.0075,12/06/1998,9.0463
15/06/1998,9.0125,15/06/1998,9.0375
16/06/1998,8.9900,16/06/1998,8.9815
17/06/1998,8.9000,17/06/1998,8.8803
18/06/1998,8.8845,18/06/1998,8.8967
19/06/1998,8.8925,19/06/1998,8.8929
22/06/1998,8.8975,22/06/1998,8.9123
23/06/1998,8.9050,23/06/1998,8.8927
24/06/1998,8.9250,24/06/1998,8.9252
25/06/1998,8.9470,25/06/1998,8.9537
26/06/1998,8.9775,26/06/1998,9.0407
29/06/1998,9.0145,29/06/1998,9.0228
30/06/1998,8.9900,30/06/1998,8.9852
01/07/1998,8.9500,01/07/1998,8.9375
02/07/1998,8.9490,02/07/1998,8.9863
03/07/1998,8.9500,03/07/1998,8.9497
06/07/1998,8.9500,06/07/1998,8.9694
07/07/1998,8.9575,07/07/1998,8.9558
08/07/1998,8.9355,08/07/1998,8.9242
09/07/1998,8.9410,09/07/1998,8.9432
10/07/1998,8.9535,10/07/1998,8.9535
13/07/1998,8.9185,13/07/1998,8.9025
14/07/1998,8.8775,14/07/1998,8.8548
15/07/1998,8.8590,15/07/1998,8.8535
16/07/1998,8.8455,16/07/1998,8.8393
17/07/1998,8.8125,17/07/1998,8.8218
20/07/1998,8.7950,20/07/1998,8.7896
21/07/1998,8.8150,21/07/1998,8.8033
22/07/1998,8.8475,22/07/1998,8.8721
23/07/1998,8.8575,23/07/1998,8.8647
24/07/1998,8.8600,24/07/1998,8.8670
27/07/1998,8.8685,27/07/1998,8.8930
28/07/1998,8.8900,28/07/1998,8.8861
29/07/1998,8.9165,29/07/1998,8.9178
30/07/1998,8.9155,30/07/1998,8.9008
31/07/1998,8.9250,31/07/1998,8.9215
03/08/1998,8.9455,03/08/1998,8.9545
04/08/1998,8.9825,04/08/1998,8.9648
05/08/1998,8.9875,05/08/1998,9.0062
06/08/1998,8.9725,06/08/1998,9.0255
07/08/1998,9.0350,07/08/1998,9.0187
10/08/1998,9.1000,10/08/1998,9.1253
11/08/1998,9.1625,11/08/1998,9.2016
12/08/1998,9.2075,12/08/1998,9.1762
13/08/1998,9.2300,13/08/1998,9.2325
14/08/1998,9.2045,14/08/1998,9.1812
17/08/1998,9.2290,17/08/1998,9.3018
18/08/1998,9.2325,18/08/1998,9.2302
19/08/1998,9.2255,19/08/1998,9.1873
20/08/1998,9.3350,20/08/1998,9.3134
21/08/1998,9.5250,21/08/1998,9.6900
24/08/1998,9.6750,24/08/1998,9.6458
25/08/1998,9.6600,25/08/1998,9.6001
26/08/1998,9.7250,26/08/1998,9.8150
27/08/1998,9.9075,27/08/1998,9.9600
28/08/1998,10.0025,28/08/1998,10.0275
31/08/1998,10.0650,31/08/1998,9.9717
02/09/1998,9.9475,02/09/1998,9.9458
03/09/1998,10.0675,03/09/1998,10.1072
04/09/1998,10.2000,04/09/1998,10.1618
07/09/1998,10.2000,07/09/1998,10.1967
08/09/1998,10.2225,08/09/1998,10.2742
09/09/1998,10.3050,09/09/1998,10.3499
10/09/1998,10.5150,10/09/1998,10.5325
11/09/1998,10.5050,11/09/1998,10.5792
14/09/1998,10.3875,14/09/1998,10.5233
15/09/1998,10.2370,15/09/1998,10.2058
17/09/1998,10.1600,17/09/1998,10.3158
18/09/1998,10.2050,18/09/1998,10.1383
21/09/1998,10.1640,21/09/1998,10.3050
22/09/1998,10.1800,22/09/1998,10.0962
23/09/1998,10.1400,23/09/1998,10.1159
24/09/1998,10.1175,24/09/1998,10.1117
25/09/1998,10.1450,25/09/1998,10.2438
28/09/1998,10.1150,28/09/1998,10.1062
29/09/1998,10.1325,29/09/1998,10.1119
30/09/1998,10.2175,30/09/1998,10.1933
01/10/1998,10.3100,01/10/1998,10.3137
02/10/1998,10.2600,02/10/1998,10.3137
05/10/1998,10.1725,05/10/1998,10.2180
06/10/1998,10.1775,06/10/1998,10.1729
07/10/1998,10.2200,07/10/1998,10.1835
08/10/1998,10.2650,08/10/1998,10.3549
09/10/1998,10.2000,09/10/1998,10.2157
12/10/1998,10.1600,12/10/1998,10.1555
13/10/1998,10.1755,13/10/1998,10.1863
14/10/1998,10.1725,14/10/1998,10.1800
15/10/1998,10.0700,15/10/1998,10.1312
16/10/1998,10.0250,16/10/1998,10.0933
19/10/1998,10.0500,19/10/1998,10.0863
20/10/1998,10.0490,20/10/1998,10.0420
21/10/1998,10.0275,21/10/1998,10.0338
22/10/1998,9.9875,22/10/1998,9.9930
23/10/1998,10.0075,23/10/1998,10.0353
26/10/1998,10.0175,26/10/1998,10.0293
27/10/1998,10.0825,27/10/1998,10.1490
28/10/1998,10.1400,28/10/1998,10.1575
29/10/1998,10.1800,29/10/1998,10.2198
30/10/1998,10.1050,30/10/1998,10.1137
03/11/1998,9.9600,03/11/1998,10.0312
04/11/1998,9.9720,04/11/1998,9.9365
05/11/1998,9.9500,05/11/1998,9.9886
06/11/1998,9.9550,06/11/1998,9.9717
09/11/1998,9.9750,09/11/1998,10.0015
10/11/1998,10.0285,10/11/1998,10.0256
11/11/1998,10.0325,11/11/1998,10.0060
12/11/1998,10.0300,12/11/1998,10.0563
13/11/1998,10.0200,13/11/1998,9.9965
16/11/1998,9.9825,16/11/1998,9.9765
17/11/1998,9.9250,17/11/1998,9.9440
18/11/1998,9.9175,18/11/1998,9.9305
19/11/1998,9.9300,19/11/1998,9.9203
23/11/1998,9.8925,23/11/1998,9.8772
24/11/1998,9.8900,24/11/1998,9.9145
25/11/1998,9.9235,25/11/1998,9.9107
26/11/1998,9.9375,26/11/1998,9.9404
27/11/1998,9.9625,27/11/1998,9.9676
30/11/1998,9.9900,30/11/1998,9.9995
01/12/1998,9.9850,01/12/1998,10.0318
02/12/1998,9.9675,02/12/1998,9.9682
03/12/1998,9.9800,03/12/1998,9.9876
04/12/1998,10.0110,04/12/1998,9.9897
07/12/1998,9.9850,07/12/1998,9.9993
08/12/1998,9.9550,08/12/1998,9.9423
09/12/1998,9.9525,09/12/1998,9.9517
10/12/1998,9.9400,10/12/1998,9.9500
11/12/1998,9.9325,11/12/1998,9.9482
14/12/1998,9.9375,14/12/1998,9.9491
15/12/1998,9.9365,15/12/1998,9.9498
16/12/1998,9.8520,16/12/1998,9.8828
17/12/1998,9.8200,17/12/1998,9.7863
18/12/1998,9.8225,18/12/1998,9.7972
21/12/1998,9.7850,21/12/1998,9.7568
22/12/1998,9.7875,22/12/1998,9.8028
23/12/1998,9.8240,23/12/1998,9.8104
24/12/1998,9.8585,24/12/1998,9.8822
28/12/1998,9.8710,28/12/1998,9.8382
29/12/1998,9.8675,29/12/1998,9.8650
30/12/1998,9.9100,30/12/1998,9.9395
31/12/1998,9.9100,31/12/1998,9.8963
04/01/1999,9.8705,04/01/1999,9.8376
05/01/1999,9.8175,05/01/1999,9.7921
06/01/1999,9.8150,06/01/1999,9.7755
07/01/1999,9.8450,07/01/1999,9.8527
08/01/1999,9.8375,08/01/1999,9.8091
11/01/1999,9.8900,11/01/1999,9.9394
12/01/1999,10.0740,12/01/1999,10.0848
13/01/1999,10.3900,13/01/1999,10.6000
14/01/1999,10.6650,14/01/1999,10.5383
15/01/1999,10.4760,15/01/1999,10.3485
18/01/1999,10.2200,18/01/1999,10.2258
19/01/1999,10.2250,19/01/1999,10.2783
20/01/1999,10.2050,20/01/1999,10.1780
21/01/1999,10.1925,21/01/1999,10.2874
22/01/1999,10.2100,22/01/1999,10.2017
25/01/1999,10.2275,25/01/1999,10.2242
26/01/1999,10.1975,26/01/1999,10.2252
27/01/1999,10.2125,27/01/1999,10.1745
28/01/1999,10.2150,28/01/1999,10.1752
29/01/1999,10.1900,29/01/1999,10.1543
01/02/1999,10.1265,01/02/1999,10.0986
02/02/1999,10.0800,02/02/1999,10.0823
03/02/1999,10.0850,03/02/1999,10.1138
04/02/1999,10.1025,04/02/1999,10.1217
08/02/1999,10.0675,08/02/1999,10.0821
09/02/1999,10.0750,09/02/1999,10.0764
10/02/1999,10.0460,10/02/1999,10.0606
11/02/1999,10.0025,11/02/1999,9.9793
12/02/1999,9.9675,12/02/1999,9.9486
15/02/1999,9.9350,15/02/1999,9.9315
16/02/1999,9.9250,16/02/1999,9.9190
17/02/1999,9.9175,17/02/1999,9.9043
18/02/1999,9.9175,18/02/1999,9.8809
19/02/1999,9.9345,19/02/1999,9.9333
22/02/1999,9.9390,22/02/1999,9.9315
23/02/1999,9.9625,23/02/1999,9.9565
24/02/1999,9.9475,24/02/1999,9.9357
25/02/1999,9.9675,25/02/1999,9.9836
26/02/1999,9.9515,26/02/1999,9.9441
01/03/1999,9.9075,01/03/1999,9.9072
02/03/1999,9.9485,02/03/1999,9.9528
03/03/1999,9.9545,03/03/1999,9.9641
04/03/1999,9.9360,04/03/1999,9.9334
05/03/1999,9.9030,05/03/1999,9.8732
08/03/1999,9.8325,08/03/1999,9.8434
09/03/1999,9.7900,09/03/1999,9.7927
10/03/1999,9.7850,10/03/1999,9.8012
11/03/1999,9.7550,11/03/1999,9.7480
12/03/1999,9.7375,12/03/1999,9.7527
15/03/1999,9.6850,15/03/1999,9.7053
16/03/1999,9.6750,16/03/1999,9.6587
17/03/1999,9.6655,17/03/1999,9.6888
18/03/1999,9.6625,18/03/1999,9.6462
19/03/1999,9.6835,19/03/1999,9.6675
22/03/1999,9.6900,22/03/1999,9.7116
23/03/1999,9.6925,23/03/1999,9.6723
24/03/1999,9.6850,24/03/1999,9.6917
25/03/1999,9.6545,25/03/1999,9.6454
26/03/1999,9.6130,26/03/1999,9.5954
29/03/1999,9.5550,29/03/1999,9.5158
30/03/1999,9.5425,30/03/1999,9.5376
31/03/1999,9.5350,31/03/1999,9.5218
05/04/1999,9.4890,05/04/1999,9.4818
06/04/1999,9.4900,06/04/1999,9.4846
07/04/1999,9.4920,07/04/1999,9.4968
08/04/1999,9.4825,08/04/1999,9.4771
09/04/1999,9.5270,09/04/1999,9.5728
12/04/1999,9.5255,12/04/1999,9.5569
13/04/1999,9.5075,13/04/1999,9.5058
14/04/1999,9.5350,14/04/1999,9.5085
15/04/1999,9.5410,15/04/1999,9.5430
16/04/1999,9.5035,16/04/1999,9.5237
19/04/1999,9.4305,19/04/1999,9.3831
20/04/1999,9.3735,20/04/1999,9.4077
21/04/1999,9.3685,21/04/1999,9.3643
22/04/1999,9.3400,22/04/1999,9.3317
23/04/1999,9.3200,23/04/1999,9.3005
26/04/1999,9.3200,26/04/1999,9.3084
27/04/1999,9.3205,27/04/1999,9.3285
28/04/1999,9.2935,28/04/1999,9.2871
29/04/1999,9.2930,29/04/1999,9.2622
30/04/1999,9.3000,30/04/1999,9.2447
03/05/1999,9.2750,03/05/1999,9.2689
04/05/1999,9.2850,04/05/1999,9.2749
06/05/1999,9.3300,06/05/1999,9.3330
07/05/1999,9.3375,07/05/1999,9.3480
10/05/1999,9.2935,10/05/1999,9.2992
11/05/1999,9.2713,11/05/1999,9.2533
12/05/1999,9.2750,12/05/1999,9.3247
13/05/1999,9.2825,13/05/1999,9.2698
14/05/1999,9.3210,14/05/1999,9.3591
17/05/1999,9.3375,17/05/1999,9.3663
18/05/1999,9.3000,18/05/1999,9.2983
19/05/1999,9.2975,19/05/1999,9.3086
20/05/1999,9.3175,20/05/1999,9.3242
21/05/1999,9.3600,21/05/1999,9.3589
24/05/1999,9.4100,24/05/1999,9.3845
25/05/1999,9.5780,25/05/1999,9.5468
26/05/1999,9.6250,26/05/1999,9.6715
27/05/1999,9.6775,27/05/1999,9.7498
28/05/1999,9.7375,28/05/1999,9.7833
31/05/1999,9.6970,31/05/1999,9.6872
01/06/1999,9.7275,01/06/1999,9.8156
02/06/1999,9.7350,02/06/1999,9.7653
03/06/1999,9.7025,03/06/1999,9.6545
04/06/1999,9.6225,04/06/1999,9.6272
07/06/1999,9.5115,07/06/1999,9.5045
08/06/1999,9.4850,08/06/1999,9.4879
09/06/1999,9.4880,09/06/1999,9.5817
10/06/1999,9.5550,10/06/1999,9.5985
11/06/1999,9.5850,11/06/1999,9.5452
14/06/1999,9.5660,14/06/1999,9.5767
15/06/1999,9.5460,15/06/1999,9.5018
16/06/1999,9.4800,16/06/1999,9.4585
17/06/1999,9.3950,17/06/1999,9.4038
18/06/1999,9.3625,18/06/1999,9.3550
21/06/1999,9.3600,21/06/1999,9.3781
22/06/1999,9.3600,22/06/1999,9.3717
23/06/1999,9.3675,23/06/1999,9.4038
24/06/1999,9.4375,24/06/1999,9.4590
25/06/1999,9.5150,25/06/1999,9.4717
28/06/1999,9.5220,28/06/1999,9.4875
29/06/1999,9.4435,29/06/1999,9.4165
30/06/1999,9.4070,30/06/1999,9.4409
01/07/1999,9.3760,01/07/1999,9.3773
02/07/1999,9.3595,02/07/1999,9.3513
05/07/1999,9.3475,05/07/1999,9.3167
06/07/1999,9.3430,06/07/1999,9.3314
07/07/1999,9.3325,07/07/1999,9.3637
08/07/1999,9.3350,08/07/1999,9.3303
09/07/1999,9.3575,09/07/1999,9.3523
12/07/1999,9.4050,12/07/1999,9.4358
13/07/1999,9.4275,13/07/1999,9.4590
14/07/1999,9.3535,14/07/1999,9.3388
15/07/1999,9.3460,15/07/1999,9.3343
16/07/1999,9.3330,16/07/1999,9.3563
19/07/1999,9.2900,19/07/1999,9.3008
20/07/1999,9.3185,20/07/1999,9.3013
21/07/1999,9.3325,21/07/1999,9.3348
22/07/1999,9.3500,22/07/1999,9.3746
23/07/1999,9.3925,23/07/1999,9.3856
26/07/1999,9.4000,26/07/1999,9.4235
27/07/1999,9.4040,27/07/1999,9.3680
28/07/1999,9.3790,28/07/1999,9.3827
29/07/1999,9.4060,29/07/1999,9.4260
30/07/1999,9.4175,30/07/1999,9.4010
02/08/1999,9.4185,02/08/1999,9.4058
03/08/1999,9.4350,03/08/1999,9.4552
04/08/1999,9.4380,04/08/1999,9.4364
05/08/1999,9.4800,05/08/1999,9.5097
06/08/1999,9.4900,06/08/1999,9.4962
09/08/1999,9.4960,09/08/1999,9.4874
10/08/1999,9.4675,10/08/1999,9.5063
11/08/1999,9.4200,11/08/1999,9.4150
12/08/1999,9.3775,12/08/1999,9.3533
13/08/1999,9.3800,13/08/1999,9.3883
16/08/1999,9.3500,16/08/1999,9.3568
17/08/1999,9.3300,17/08/1999,9.3332
18/08/1999,9.3350,18/08/1999,9.3218
19/08/1999,9.3715,19/08/1999,9.3745
20/08/1999,9.3600,20/08/1999,9.3868
23/08/1999,9.3375,23/08/1999,9.3435
24/08/1999,9.2975,24/08/1999,9.3310
25/08/1999,9.3125,25/08/1999,9.3081
26/08/1999,9.3395,26/08/1999,9.3394
27/08/1999,9.3700,27/08/1999,9.3819
30/08/1999,9.3875,30/08/1999,9.4095
31/08/1999,9.3700,31/08/1999,9.3850
02/09/1999,9.3775,02/09/1999,9.3739
03/09/1999,9.3525,03/09/1999,9.3382
06/09/1999,9.3395,06/09/1999,9.3462
07/09/1999,9.3500,07/09/1999,9.3497
08/09/1999,9.3525,08/09/1999,9.3578
09/09/1999,9.3525,09/09/1999,9.3471
10/09/1999,9.3315,10/09/1999,9.3174
13/09/1999,9.3210,13/09/1999,9.3192
14/09/1999,9.3250,14/09/1999,9.3323
15/09/1999,9.3325,15/09/1999,9.3092
17/09/1999,9.3575,17/09/1999,9.3712
20/09/1999,9.3200,20/09/1999,9.3223
21/09/1999,9.3035,21/09/1999,9.3044
22/09/1999,9.2925,22/09/1999,9.2858
23/09/1999,9.3250,23/09/1999,9.3055
24/09/1999,9.3425,24/09/1999,9.3565
27/09/1999,9.3300,27/09/1999,9.3158
28/09/1999,9.3395,28/09/1999,9.3582
29/09/1999,9.3635,29/09/1999,9.3565
30/09/1999,9.3685,30/09/1999,9.3483
01/10/1999,9.3850,01/10/1999,9.4063
04/10/1999,9.4425,04/10/1999,9.4531
05/10/1999,9.4715,05/10/1999,9.4758
06/10/1999,9.4300,06/10/1999,9.4323
07/10/1999,9.4575,07/10/1999,9.4598
08/10/1999,9.4580,08/10/1999,9.4682
11/10/1999,9.4625,11/10/1999,9.4507
12/10/1999,9.4685,12/10/1999,9.4675
13/10/1999,9.5325,13/10/1999,9.5190
14/10/1999,9.6125,14/10/1999,9.6308
15/10/1999,9.7025,15/10/1999,9.7114
18/10/1999,9.7150,18/10/1999,9.7143
19/10/1999,9.6865,19/10/1999,9.6713
20/10/1999,9.6375,20/10/1999,9.6114
21/10/1999,9.6345,21/10/1999,9.6482
22/10/1999,9.6290,22/10/1999,9.6030
25/10/1999,9.6220,25/10/1999,9.6374
26/10/1999,9.6425,26/10/1999,9.6299
27/10/1999,9.6520,27/10/1999,9.6504
28/10/1999,9.6450,28/10/1999,9.6357
29/10/1999,9.6210,29/10/1999,9.6250
01/11/1999,9.6120,01/11/1999,9.6208
03/11/1999,9.5480,03/11/1999,9.5552
04/11/1999,9.4835,04/11/1999,9.4712
05/11/1999,9.4960,05/11/1999,9.4518
08/11/1999,9.4590,08/11/1999,9.4571
09/11/1999,9.4025,09/11/1999,9.4158
10/11/1999,9.4075,10/11/1999,9.4126
11/11/1999,9.3950,11/11/1999,9.3857
12/11/1999,9.3925,12/11/1999,9.3787
15/11/1999,9.3765,15/11/1999,9.3685
16/11/1999,9.3685,16/11/1999,9.4018
17/11/1999,9.3500,17/11/1999,9.3549
18/11/1999,9.3385,18/11/1999,9.3460
19/11/1999,9.3375,19/11/1999,9.3288
22/11/1999,9.3115,22/11/1999,9.3190
23/11/1999,9.3320,23/11/1999,9.3324
24/11/1999,9.3150,24/11/1999,9.3195
25/11/1999,9.3125,25/11/1999,9.2945
26/11/1999,9.3425,26/11/1999,9.3550
29/11/1999,9.3715,29/11/1999,9.3737
30/11/1999,9.4365,30/11/1999,9.4320
01/12/1999,9.4690,01/12/1999,9.4683
02/12/1999,9.5195,02/12/1999,9.5326
03/12/1999,9.4965,03/12/1999,9.4942
06/12/1999,9.4520,06/12/1999,9.4562
07/12/1999,9.4530,07/12/1999,9.4416
08/12/1999,9.4555,08/12/1999,9.4755
09/12/1999,9.4395,09/12/1999,9.4288
10/12/1999,9.4075,10/12/1999,9.4143
13/12/1999,9.3965,13/12/1999,9.4143
14/12/1999,9.4065,14/12/1999,9.4110
15/12/1999,9.3735,15/12/1999,9.3790
16/12/1999,9.3490,16/12/1999,9.3578
17/12/1999,9.3375,17/12/1999,9.3298
20/12/1999,9.3275,20/12/1999,9.3338
21/12/1999,9.3215,21/12/1999,9.3142
22/12/1999,9.3165,22/12/1999,9.3095
23/12/1999,9.3610,23/12/1999,9.3695
24/12/1999,9.4175,24/12/1999,9.4188
27/12/1999,9.4525,27/12/1999,9.4632
28/12/1999,9.4825,28/12/1999,9.5143
29/12/1999,9.4425,29/12/1999,9.5222
30/12/1999,9.4935,30/12/1999,9.4986
03/01/2000,9.4150,03/01/2000,9.3949
04/01/2000,9.4940,04/01/2000,9.4564
05/01/2000,9.5515,05/01/2000,9.5455
06/01/2000,9.5530,06/01/2000,9.5705
07/01/2000,9.5450,07/01/2000,9.5150
10/01/2000,9.4650,10/01/2000,9.4464
11/01/2000,9.4860,11/01/2000,9.4780
12/01/2000,9.5250,12/01/2000,9.5352
13/01/2000,9.5050,13/01/2000,9.5057
14/01/2000,9.4550,14/01/2000,9.4483
17/01/2000,9.4195,17/01/2000,9.4172
