fecha_in,tc_in,fecha_bx,tc_bx
20/04/2006,11.0040,20/04/2006,11.0302
21/04/2006,11.0453,21/04/2006,11.0667
24/04/2006,11.0646,24/04/2006,11.0656
25/04/2006,11.1232,25/04/2006,11.0842
26/04/2006,11.1410,26/04/2006,11.1578
27/04/2006,11.1265,27/04/2006,11.1135
28/04/2006,11.0808,28/04/2006,11.0903
02/05/2006,11.0250,02/05/2006,11.0323
03/05/2006,10.9720,03/05/2006,10.9608
04/05/2006,10.9725,04/05/2006,10.9694
05/05/2006,10.9660,05/05/2006,10.9587
08/05/2006,10.9476,08/05/2006,10.9381
09/05/2006,10.9030,09/05/2006,10.9258
10/05/2006,10.8638,10/05/2006,10.8425
11/05/2006,10.8640,11/05/2006,10.8381
12/05/2006,10.9989,12/05/2006,11.0325
15/05/2006,11.1234,15/05/2006,11.1532
16/05/2006,11.0948,16/05/2006,11.0518
17/05/2006,11.1195,17/05/2006,11.1330
18/05/2006,11.1796,18/05/2006,11.2005
19/05/2006,11.1755,19/05/2006,11.1915
22/05/2006,11.2355,22/05/2006,11.2799
23/05/2006,11.2965,23/05/2006,11.1935
24/05/2006,11.2788,24/05/2006,11.2854
25/05/2006,11.1775,25/05/2006,11.2097
26/05/2006,11.1240,26/05/2006,11.1373
29/05/2006,11.1590,29/05/2006,11.1303
30/05/2006,11.2585,30/05/2006,11.2693
31/05/2006,11.3220,31/05/2006,11.2966
01/06/2006,11.2790,01/06/2006,11.2843
02/06/2006,11.2655,02/06/2006,11.2970
05/06/2006,11.3165,05/06/2006,11.2854
06/06/2006,11.3190,06/06/2006,11.3667
07/06/2006,11.3345,07/06/2006,11.3250
08/06/2006,11.3755,08/06/2006,11.4190
09/06/2006,11.3976,09/06/2006,11.3777
12/06/2006,11.4140,12/06/2006,11.3827
13/06/2006,11.4560,13/06/2006,11.4327
14/06/2006,11.4568,14/06/2006,11.4527
15/06/2006,11.4140,15/06/2006,11.4113
16/06/2006,11.4158,16/06/2006,11.4140
19/06/2006,11.4635,19/06/2006,11.4459
20/06/2006,11.4600,20/06/2006,11.4809
21/06/2006,11.4185,21/06/2006,11.4441
22/06/2006,11.4155,22/06/2006,11.4405
23/06/2006,11.4268,23/06/2006,11.4382
26/06/2006,11.4440,26/06/2006,11.4090
27/06/2006,11.4578,27/06/2006,11.4302
28/06/2006,11.4250,28/06/2006,11.3973
29/06/2006,11.3580,29/06/2006,11.4009
30/06/2006,11.3210,30/06/2006,11.2723
03/07/2006,11.2205,03/07/2006,11.1302
04/07/2006,11.0800,04/07/2006,11.0642
05/07/2006,11.1654,05/07/2006,11.1901
06/07/2006,11.1373,06/07/2006,11.1061
07/07/2006,11.0203,07/07/2006,11.0243
10/07/2006,11.0110,10/07/2006,10.9547
11/07/2006,10.9883,11/07/2006,11.0095
12/07/2006,11.0161,12/07/2006,11.0303
13/07/2006,11.0585,13/07/2006,11.0523
14/07/2006,11.0195,14/07/2006,11.0275
17/07/2006,10.9770,17/07/2006,10.9914
18/07/2006,10.9526,18/07/2006,10.9618
19/07/2006,10.9013,19/07/2006,10.9045
20/07/2006,10.8735,20/07/2006,10.8708
21/07/2006,10.9270,21/07/2006,10.8954
24/07/2006,10.9348,24/07/2006,10.9303
25/07/2006,10.9033,25/07/2006,10.9148
26/07/2006,10.9150,26/07/2006,10.9337
27/07/2006,10.9150,27/07/2006,10.8968
28/07/2006,10.8790,28/07/2006,10.8947
31/07/2006,10.9078,31/07/2006,10.9181
01/08/2006,10.9990,01/08/2006,11.0203
02/08/2006,11.0060,02/08/2006,10.9537
03/08/2006,10.9692,03/08/2006,10.9802
04/08/2006,10.9308,04/08/2006,10.8908
07/08/2006,10.8995,07/08/2006,10.8838
08/08/2006,10.8738,08/08/2006,10.9113
09/08/2006,10.8555,09/08/2006,10.8386
10/08/2006,10.8475,10/08/2006,10.8808
11/08/2006,10.8220,11/08/2006,10.8147
14/08/2006,10.8250,14/08/2006,10.8028
15/08/2006,10.8135,15/08/2006,10.8250
16/08/2006,10.7748,16/08/2006,10.7500
17/08/2006,10.7813,17/08/2006,10.7480
18/08/2006,10.8058,18/08/2006,10.8217
21/08/2006,10.7993,21/08/2006,10.8038
22/08/2006,10.8105,22/08/2006,10.8040
23/08/2006,10.8785,23/08/2006,10.8428
24/08/2006,10.9280,24/08/2006,10.9220
25/08/2006,10.9558,25/08/2006,10.9528
28/08/2006,10.9160,28/08/2006,10.9347
29/08/2006,10.8750,29/08/2006,10.9047
30/08/2006,10.8752,30/08/2006,10.8650
31/08/2006,10.8993,31/08/2006,10.9037
01/09/2006,10.8922,01/09/2006,10.8952
04/09/2006,10.8618,04/09/2006,10.8476
05/09/2006,10.8564,05/09/2006,10.8438
06/09/2006,10.9235,06/09/2006,10.9380
07/09/2006,10.9968,07/09/2006,11.0196
08/09/2006,11.0063,08/09/2006,11.0271
11/09/2006,11.0365,11/09/2006,11.0705
12/09/2006,11.0385,12/09/2006,11.0361
13/09/2006,10.9963,13/09/2006,11.0117
14/09/2006,10.9781,14/09/2006,10.9818
15/09/2006,10.9531,15/09/2006,10.9468
18/09/2006,10.9203,18/09/2006,10.9273
19/09/2006,10.9383,19/09/2006,10.9227
20/09/2006,10.9705,20/09/2006,10.9346
21/09/2006,11.0240,21/09/2006,10.9953
22/09/2006,11.0585,22/09/2006,11.0877
25/09/2006,11.0560,25/09/2006,11.1050
26/09/2006,11.0423,26/09/2006,11.0418
27/09/2006,11.0267,27/09/2006,11.0152
28/09/2006,11.0205,28/09/2006,11.0502
29/09/2006,10.9888,29/09/2006,10.9935
02/10/2006,10.9805,02/10/2006,10.9733
03/10/2006,11.0156,03/10/2006,11.0404
04/10/2006,11.0293,04/10/2006,11.0533
05/10/2006,11.0157,05/10/2006,11.0185
06/10/2006,11.0378,06/10/2006,11.0624
09/10/2006,11.0760,09/10/2006,11.0842
10/10/2006,11.0650,10/10/2006,11.0597
11/10/2006,11.0162,11/10/2006,11.0248
12/10/2006,10.9470,12/10/2006,10.9406
13/10/2006,10.8672,13/10/2006,10.8765
16/10/2006,10.8450,16/10/2006,10.8364
17/10/2006,10.8490,17/10/2006,10.8703
18/10/2006,10.8433,18/10/2006,10.8257
19/10/2006,10.8289,19/10/2006,10.8060
20/10/2006,10.8285,20/10/2006,10.8169
23/10/2006,10.8420,23/10/2006,10.8489
24/10/2006,10.8400,24/10/2006,10.8289
25/10/2006,10.7860,25/10/2006,10.7918
26/10/2006,10.7453,26/10/2006,10.7313
27/10/2006,10.7375,27/10/2006,10.7093
30/10/2006,10.7623,30/10/2006,10.7740
31/10/2006,10.7798,31/10/2006,10.7640
01/11/2006,10.7740,01/11/2006,10.7449
03/11/2006,10.8375,03/11/2006,10.7948
06/11/2006,10.8098,06/11/2006,10.8344
07/11/2006,10.8275,07/11/2006,10.8200
08/11/2006,10.8475,08/11/2006,10.8598
09/11/2006,10.8813,09/11/2006,10.8632
10/11/2006,10.9120,10/11/2006,10.9158
13/11/2006,10.8833,13/11/2006,10.9263
14/11/2006,10.8620,14/11/2006,10.8675
15/11/2006,10.8406,15/11/2006,10.8595
16/11/2006,10.8715,16/11/2006,10.8527
17/11/2006,10.9155,17/11/2006,10.9524
21/11/2006,10.9655,21/11/2006,11.0021
22/11/2006,10.9573,22/11/2006,10.9756
23/11/2006,10.9723,23/11/2006,10.9682
24/11/2006,10.9928,24/11/2006,11.0242
27/11/2006,11.0545,27/11/2006,11.0520
28/11/2006,11.0588,28/11/2006,11.0454
29/11/2006,11.0180,29/11/2006,10.9983
30/11/2006,10.9950,30/11/2006,10.9975
04/12/2006,10.9685,04/12/2006,10.9595
05/12/2006,10.8927,05/12/2006,10.8940
06/12/2006,10.8520,06/12/2006,10.8620
07/12/2006,10.8650,07/12/2006,10.8558
08/12/2006,10.8593,08/12/2006,10.8606
11/12/2006,10.8358,11/12/2006,10.8375
13/12/2006,10.8423,13/12/2006,10.8255
14/12/2006,10.8108,14/12/2006,10.7922
15/12/2006,10.7735,15/12/2006,10.7740
18/12/2006,10.7963,18/12/2006,10.8002
19/12/2006,10.8280,19/12/2006,10.8492
20/12/2006,10.8325,20/12/2006,10.8075
21/12/2006,10.8441,21/12/2006,10.8411
22/12/2006,10.8675,22/12/2006,10.8597
26/12/2006,10.8693,26/12/2006,10.8747
27/12/2006,10.8880,27/12/2006,10.8810
28/12/2006,10.8725,28/12/2006,10.8755
29/12/2006,10.8287,29/12/2006,10.8116
02/01/2007,10.7870,02/01/2007,10.7815
03/01/2007,10.7960,03/01/2007,10.7708
04/01/2007,10.8580,04/01/2007,10.8650
05/01/2007,10.9147,05/01/2007,10.9355
08/01/2007,10.9455,08/01/2007,10.9705
09/01/2007,10.9785,09/01/2007,11.0091
10/01/2007,10.9863,10/01/2007,11.0333
11/01/2007,10.9885,11/01/2007,10.9650
12/01/2007,10.9897,12/01/2007,10.9765
15/01/2007,10.9610,15/01/2007,10.9419
16/01/2007,10.9560,16/01/2007,10.9860
17/01/2007,10.9537,17/01/2007,10.9234
18/01/2007,10.9395,18/01/2007,10.9232
19/01/2007,10.9058,19/01/2007,10.8824
22/01/2007,10.9081,22/01/2007,10.8918
23/01/2007,10.9443,23/01/2007,10.9645
24/01/2007,10.9343,24/01/2007,10.9486
25/01/2007,10.9925,25/01/2007,10.9753
26/01/2007,11.0488,26/01/2007,11.0402
29/01/2007,11.0600,29/01/2007,11.0855
30/01/2007,11.0686,30/01/2007,11.0548
31/01/2007,11.0236,31/01/2007,11.0382
01/02/2007,10.9842,01/02/2007,10.9820
02/02/2007,10.9505,02/02/2007,10.9921
06/02/2007,10.9176,06/02/2007,10.9192
07/02/2007,10.9500,07/02/2007,10.9370
08/02/2007,10.9599,08/02/2007,10.9683
09/02/2007,10.9784,09/02/2007,10.9601
12/02/2007,11.0151,12/02/2007,11.0227
13/02/2007,10.9985,13/02/2007,10.9915
14/02/2007,10.9358,14/02/2007,10.9152
15/02/2007,10.9489,15/02/2007,10.9522
16/02/2007,10.9841,16/02/2007,10.9958
19/02/2007,10.9811,19/02/2007,10.9778
20/02/2007,10.9816,20/02/2007,10.9755
21/02/2007,10.9932,21/02/2007,11.0023
22/02/2007,10.9965,22/02/2007,10.9683
23/02/2007,11.0281,23/02/2007,11.0397
26/02/2007,11.0558,26/02/2007,11.0790
27/02/2007,11.1430,27/02/2007,11.1493
28/02/2007,11.1811,28/02/2007,11.1682
01/03/2007,11.1571,01/03/2007,11.1917
02/03/2007,11.1846,02/03/2007,11.1817
05/03/2007,11.1974,05/03/2007,11.1762
06/03/2007,11.1678,06/03/2007,11.1473
07/03/2007,11.1630,07/03/2007,11.1555
08/03/2007,11.1740,08/03/2007,11.1426
09/03/2007,11.1493,09/03/2007,11.1205
12/03/2007,11.1255,12/03/2007,11.1483
13/03/2007,11.1656,13/03/2007,11.1727
14/03/2007,11.1743,14/03/2007,11.1867
15/03/2007,11.1530,15/03/2007,11.1348
16/03/2007,11.1726,16/03/2007,11.1664
20/03/2007,11.1240,20/03/2007,11.1120
21/03/2007,11.0628,21/03/2007,11.0796
22/03/2007,10.9980,22/03/2007,11.0220
23/03/2007,11.0057,23/03/2007,11.0166
26/03/2007,11.0173,26/03/2007,11.0253
27/03/2007,11.0400,27/03/2007,11.0470
28/03/2007,11.0645,28/03/2007,11.0813
29/03/2007,11.0460,29/03/2007,11.0507
30/03/2007,11.0320,30/03/2007,11.0322
02/04/2007,11.0320,02/04/2007,11.0336
03/04/2007,10.9973,03/04/2007,10.9797
04/04/2007,10.9935,04/04/2007,10.9976
09/04/2007,10.9790,09/04/2007,10.9705
10/04/2007,10.9855,10/04/2007,11.0126
11/04/2007,11.0083,11/04/2007,10.9840
12/04/2007,11.0111,12/04/2007,11.0135
13/04/2007,10.9983,13/04/2007,10.9917
16/04/2007,10.9995,16/04/2007,10.9856
17/04/2007,10.9880,17/04/2007,10.9911
18/04/2007,10.9890,18/04/2007,10.9920
19/04/2007,10.9923,19/04/2007,11.0048
20/04/2007,10.9906,20/04/2007,10.9790
23/04/2007,10.9778,23/04/2007,10.9637
24/04/2007,10.9763,24/04/2007,11.0053
25/04/2007,10.9508,25/04/2007,10.9369
26/04/2007,10.9373,26/04/2007,10.9312
27/04/2007,10.9323,27/04/2007,10.9305
30/04/2007,10.9592,30/04/2007,10.9278
02/05/2007,10.9245,02/05/2007,10.9262
03/05/2007,10.9145,03/05/2007,10.9020
04/05/2007,10.8990,04/05/2007,10.8852
07/05/2007,10.8553,07/05/2007,10.8558
08/05/2007,10.8371,08/05/2007,10.8513
09/05/2007,10.8133,09/05/2007,10.8269
10/05/2007,10.8188,10/05/2007,10.8178
11/05/2007,10.8228,11/05/2007,10.8148
14/05/2007,10.7994,14/05/2007,10.7987
15/05/2007,10.8020,15/05/2007,10.8032
16/05/2007,10.7912,16/05/2007,10.7905
17/05/2007,10.7960,17/05/2007,10.8033
18/05/2007,10.8055,18/05/2007,10.8223
21/05/2007,10.7785,21/05/2007,10.7963
22/05/2007,10.7828,22/05/2007,10.7598
23/05/2007,10.7955,23/05/2007,10.7688
24/05/2007,10.8162,24/05/2007,10.8354
25/05/2007,10.8133,25/05/2007,10.7803
28/05/2007,10.7863,28/05/2007,10.7788
29/05/2007,10.7980,29/05/2007,10.7873
30/05/2007,10.7780,30/05/2007,10.8180
31/05/2007,10.7463,31/05/2007,10.7445
01/06/2007,10.7283,01/06/2007,10.7131
04/06/2007,10.7318,04/06/2007,10.7441
05/06/2007,10.7855,05/06/2007,10.7809
06/06/2007,10.8343,06/06/2007,10.8450
07/06/2007,10.9065,07/06/2007,10.9043
08/06/2007,10.9293,08/06/2007,10.9702
11/06/2007,10.9160,11/06/2007,10.9307
12/06/2007,10.9600,12/06/2007,10.9331
13/06/2007,10.9717,13/06/2007,10.9538
14/06/2007,10.8983,14/06/2007,10.9012
15/06/2007,10.8255,15/06/2007,10.8148
18/06/2007,10.7820,18/06/2007,10.7760
19/06/2007,10.7595,19/06/2007,10.7494
20/06/2007,10.7900,20/06/2007,10.7713
21/06/2007,10.8308,21/06/2007,10.8266
22/06/2007,10.8300,22/06/2007,10.8080
25/06/2007,10.8420,25/06/2007,10.8189
26/06/2007,10.8595,26/06/2007,10.8398
27/06/2007,10.8433,27/06/2007,10.8661
28/06/2007,10.8082,28/06/2007,10.7926
29/06/2007,10.8070,29/06/2007,10.7946
02/07/2007,10.7810,02/07/2007,10.7697
03/07/2007,10.7685,03/07/2007,10.7698
04/07/2007,10.7655,04/07/2007,10.7600
05/07/2007,10.7801,05/07/2007,10.7936
06/07/2007,10.7882,06/07/2007,10.7828
09/07/2007,10.7620,09/07/2007,10.7531
10/07/2007,10.7995,10/07/2007,10.7917
11/07/2007,10.8273,11/07/2007,10.8248
12/07/2007,10.7833,12/07/2007,10.7799
13/07/2007,10.7600,13/07/2007,10.7608
16/07/2007,10.7670,16/07/2007,10.7653
17/07/2007,10.7657,17/07/2007,10.7628
18/07/2007,10.7418,18/07/2007,10.7520
19/07/2007,10.7423,19/07/2007,10.7207
20/07/2007,10.7715,20/07/2007,10.7843
23/07/2007,10.7797,23/07/2007,10.7640
24/07/2007,10.8000,24/07/2007,10.7846
25/07/2007,10.8456,25/07/2007,10.8712
26/07/2007,10.9135,26/07/2007,10.9436
27/07/2007,10.9978,27/07/2007,10.9973
30/07/2007,10.9593,30/07/2007,10.9812
31/07/2007,10.9565,31/07/2007,10.9273
01/08/2007,10.9625,01/08/2007,10.9663
02/08/2007,10.9425,02/08/2007,10.9402
03/08/2007,10.9750,03/08/2007,10.9677
06/08/2007,10.9850,06/08/2007,10.9886
07/08/2007,10.9518,07/08/2007,10.9613
08/08/2007,10.9393,08/08/2007,10.9209
09/08/2007,10.9657,09/08/2007,10.9832
10/08/2007,10.9988,10/08/2007,11.0173
13/08/2007,11.0247,13/08/2007,10.9915
14/08/2007,11.0645,14/08/2007,11.0549
15/08/2007,11.1465,15/08/2007,11.1148
16/08/2007,11.1895,16/08/2007,11.2676
17/08/2007,11.1238,17/08/2007,11.1259
20/08/2007,11.0984,20/08/2007,11.1053
21/08/2007,11.1353,21/08/2007,11.1213
22/08/2007,11.0964,22/08/2007,11.0736
23/08/2007,11.0642,23/08/2007,11.0489
24/08/2007,11.0333,24/08/2007,11.0413
27/08/2007,11.0340,27/08/2007,11.0382
28/08/2007,11.1043,28/08/2007,11.0920
29/08/2007,11.1087,29/08/2007,11.1062
30/08/2007,11.0770,30/08/2007,11.0848
31/08/2007,11.0623,31/08/2007,11.0378
03/09/2007,11.0285,03/09/2007,11.0169
04/09/2007,11.0215,04/09/2007,11.0265
05/09/2007,11.0568,05/09/2007,11.0848
06/09/2007,11.0728,06/09/2007,11.0658
07/09/2007,11.1034,07/09/2007,11.1227
10/09/2007,11.1388,10/09/2007,11.1407
11/09/2007,11.1040,11/09/2007,11.1057
12/09/2007,11.0885,12/09/2007,11.0720
13/09/2007,11.1165,13/09/2007,11.0743
14/09/2007,11.1213,14/09/2007,11.1110
17/09/2007,11.1274,17/09/2007,11.1471
18/09/2007,11.0674,18/09/2007,11.0959
19/09/2007,10.9963,19/09/2007,10.9871
20/09/2007,10.9947,20/09/2007,10.9687
21/09/2007,10.9728,21/09/2007,10.9517
24/09/2007,10.9404,24/09/2007,10.9391
25/09/2007,10.9395,25/09/2007,10.9438
26/09/2007,10.9210,26/09/2007,10.9243
27/09/2007,10.9179,27/09/2007,10.9203
28/09/2007,10.9193,28/09/2007,10.9315
01/10/2007,10.9075,01/10/2007,10.9224
02/10/2007,10.8915,02/10/2007,10.9210
03/10/2007,10.9099,03/10/2007,10.8685
04/10/2007,10.8941,04/10/2007,10.8963
05/10/2007,10.8643,05/10/2007,10.8557
08/10/2007,10.8499,08/10/2007,10.8589
09/10/2007,10.8385,09/10/2007,10.8379
10/10/2007,10.8267,10/10/2007,10.8383
11/10/2007,10.8284,11/10/2007,10.8101
12/10/2007,10.8245,12/10/2007,10.8252
15/10/2007,10.8057,15/10/2007,10.8133
16/10/2007,10.8223,16/10/2007,10.8418
17/10/2007,10.8199,17/10/2007,10.8181
18/10/2007,10.7970,18/10/2007,10.8133
19/10/2007,10.8094,19/10/2007,10.7976
22/10/2007,10.8340,22/10/2007,10.8404
23/10/2007,10.8210,23/10/2007,10.8240
24/10/2007,10.8335,24/10/2007,10.8348
25/10/2007,10.8244,25/10/2007,10.8291
26/10/2007,10.7748,26/10/2007,10.7523
29/10/2007,10.7225,29/10/2007,10.7112
30/10/2007,10.7198,30/10/2007,10.7198
31/10/2007,10.6902,31/10/2007,10.7023
01/11/2007,10.6800,01/11/2007,10.6639
05/11/2007,10.7057,05/11/2007,10.7308
06/11/2007,10.7128,06/11/2007,10.7046
07/11/2007,10.7456,07/11/2007,10.7435
08/11/2007,10.8005,08/11/2007,10.8108
09/11/2007,10.8478,09/11/2007,10.8808
12/11/2007,10.9163,12/11/2007,10.9378
13/11/2007,10.9037,13/11/2007,10.8941
14/11/2007,10.8825,14/11/2007,10.8685
15/11/2007,10.9225,15/11/2007,10.9145
16/11/2007,10.9355,16/11/2007,10.9353
20/11/2007,10.9817,20/11/2007,10.9687
21/11/2007,10.9773,21/11/2007,11.0037
22/11/2007,10.9783,22/11/2007,10.9790
23/11/2007,10.9711,23/11/2007,10.9733
26/11/2007,10.9885,26/11/2007,10.9810
27/11/2007,10.9916,27/11/2007,10.9695
28/11/2007,10.9467,28/11/2007,10.9345
29/11/2007,10.9213,29/11/2007,10.9417
30/11/2007,10.9117,30/11/2007,10.8968
03/12/2007,10.9137,03/12/2007,10.9124
04/12/2007,10.8975,04/12/2007,10.9059
05/12/2007,10.8657,05/12/2007,10.8592
06/12/2007,10.8357,06/12/2007,10.8367
07/12/2007,10.8250,07/12/2007,10.8128
10/12/2007,10.8108,10/12/2007,10.8185
11/12/2007,10.8430,11/12/2007,10.8025
13/12/2007,10.8338,13/12/2007,10.8376
14/12/2007,10.8303,14/12/2007,10.8249
17/12/2007,10.8450,17/12/2007,10.8460
18/12/2007,10.8587,18/12/2007,10.8553
19/12/2007,10.8460,19/12/2007,10.8412
20/12/2007,10.8330,20/12/2007,10.8363
21/12/2007,10.8273,21/12/2007,10.8203
24/12/2007,10.8175,24/12/2007,10.8132
26/12/2007,10.8157,26/12/2007,10.8105
27/12/2007,10.8528,27/12/2007,10.8662
28/12/2007,10.8945,28/12/2007,10.9043
31/12/2007,10.9096,31/12/2007,10.9157
02/01/2008,10.9055,02/01/2008,10.8972
03/01/2008,10.9020,03/01/2008,10.8842
04/01/2008,10.9085,04/01/2008,10.9277
07/01/2008,10.8983,07/01/2008,10.9208
08/01/2008,10.9135,08/01/2008,10.8850
09/01/2008,10.9376,09/01/2008,10.9620
10/01/2008,10.9359,10/01/2008,10.9572
11/01/2008,10.9388,11/01/2008,10.9318
14/01/2008,10.9113,14/01/2008,10.9140
15/01/2008,10.9238,15/01/2008,10.9203
16/01/2008,10.9565,16/01/2008,10.9458
17/01/2008,10.9395,17/01/2008,10.9445
18/01/2008,10.9275,18/01/2008,10.9235
21/01/2008,10.9452,21/01/2008,10.9813
22/01/2008,10.9598,22/01/2008,10.9232
23/01/2008,10.9238,23/01/2008,10.9522
24/01/2008,10.9050,24/01/2008,10.8934
25/01/2008,10.8947,25/01/2008,10.8698
28/01/2008,10.8675,28/01/2008,10.8784
29/01/2008,10.8588,29/01/2008,10.8444
30/01/2008,10.8415,30/01/2008,10.8374
31/01/2008,10.8303,31/01/2008,10.8262
01/02/2008,10.8147,01/02/2008,10.8138
05/02/2008,10.8191,05/02/2008,10.8289
06/02/2008,10.8320,06/02/2008,10.8227
07/02/2008,10.7971,07/02/2008,10.8040
08/02/2008,10.7643,08/02/2008,10.7575
11/02/2008,10.7650,11/02/2008,10.7736
12/02/2008,10.7663,12/02/2008,10.7465
13/02/2008,10.7478,13/02/2008,10.7509
14/02/2008,10.7525,14/02/2008,10.7413
15/02/2008,10.7553,15/02/2008,10.7653
18/02/2008,10.7451,18/02/2008,10.7350
19/02/2008,10.7504,19/02/2008,10.7489
20/02/2008,10.7715,20/02/2008,10.7939
21/02/2008,10.7875,21/02/2008,10.7980
22/02/2008,10.7870,22/02/2008,10.7818
25/02/2008,10.7705,25/02/2008,10.7855
26/02/2008,10.7528,26/02/2008,10.7430
27/02/2008,10.7128,27/02/2008,10.7344
28/02/2008,10.6875,28/02/2008,10.6813
29/02/2008,10.6928,29/02/2008,10.7243
03/03/2008,10.7038,03/03/2008,10.7046
04/03/2008,10.7034,04/03/2008,10.7098
05/03/2008,10.7095,05/03/2008,10.6978
06/03/2008,10.7695,06/03/2008,10.7649
07/03/2008,10.8329,07/03/2008,10.8383
10/03/2008,10.8325,10/03/2008,10.8478
11/03/2008,10.8115,11/03/2008,10.7965
12/03/2008,10.7729,12/03/2008,10.7735
13/03/2008,10.7590,13/03/2008,10.7778
14/03/2008,10.7620,14/03/2008,10.7613
18/03/2008,10.7313,18/03/2008,10.7040
19/03/2008,10.7026,19/03/2008,10.6944
24/03/2008,10.6983,24/03/2008,10.6748
25/03/2008,10.6878,25/03/2008,10.6793
26/03/2008,10.6960,26/03/2008,10.6957
27/03/2008,10.7043,27/03/2008,10.6962
28/03/2008,10.6917,28/03/2008,10.6987
31/03/2008,10.6653,31/03/2008,10.6482
01/04/2008,10.6005,01/04/2008,10.5985
02/04/2008,10.5700,02/04/2008,10.5557
03/04/2008,10.5685,03/04/2008,10.5644
04/04/2008,10.5618,04/04/2008,10.5590
07/04/2008,10.5548,07/04/2008,10.5395
08/04/2008,10.5608,08/04/2008,10.5610
09/04/2008,10.5693,09/04/2008,10.5552
10/04/2008,10.5540,10/04/2008,10.5503
11/04/2008,10.5373,11/04/2008,10.5337
14/04/2008,10.4960,14/04/2008,10.4919
15/04/2008,10.4553,15/04/2008,10.4843
16/04/2008,10.4595,16/04/2008,10.4579
17/04/2008,10.4680,17/04/2008,10.4828
18/04/2008,10.4762,18/04/2008,10.4610
21/04/2008,10.4917,21/04/2008,10.5223
22/04/2008,10.5118,22/04/2008,10.5181
23/04/2008,10.4750,23/04/2008,10.4868
24/04/2008,10.4550,24/04/2008,10.4620
25/04/2008,10.4503,25/04/2008,10.4702
28/04/2008,10.4660,28/04/2008,10.4464
29/04/2008,10.5058,29/04/2008,10.5272
30/04/2008,10.5123,30/04/2008,10.5095
02/05/2008,10.4765,02/05/2008,10.4585
05/05/2008,10.4685,05/05/2008,10.4687
06/05/2008,10.4893,06/05/2008,10.4937
07/05/2008,10.5303,07/05/2008,10.5390
08/05/2008,10.5685,08/05/2008,10.5465
09/05/2008,10.5693,09/05/2008,10.5666
12/05/2008,10.5210,12/05/2008,10.5058
13/05/2008,10.4780,13/05/2008,10.4835
14/05/2008,10.4864,14/05/2008,10.4884
15/05/2008,10.4718,15/05/2008,10.4769
16/05/2008,10.4243,16/05/2008,10.4266
19/05/2008,10.3884,19/05/2008,10.3792
20/05/2008,10.3839,20/05/2008,10.4002
21/05/2008,10.3810,21/05/2008,10.3644
22/05/2008,10.3731,22/05/2008,10.3810
23/05/2008,10.3735,23/05/2008,10.4000
26/05/2008,10.3908,26/05/2008,10.3848
27/05/2008,10.3900,27/05/2008,10.3925
28/05/2008,10.3569,28/05/2008,10.3447
29/05/2008,10.3250,29/05/2008,10.3066
30/05/2008,10.3233,30/05/2008,10.3306
02/06/2008,10.3302,02/06/2008,10.3417
03/06/2008,10.3253,03/06/2008,10.2992
04/06/2008,10.3125,04/06/2008,10.3211
05/06/2008,10.3036,05/06/2008,10.3108
06/06/2008,10.3256,06/06/2008,10.3582
09/06/2008,10.3575,09/06/2008,10.3620
10/06/2008,10.3898,10/06/2008,10.3847
11/06/2008,10.4308,11/06/2008,10.4268
12/06/2008,10.4037,12/06/2008,10.3950
13/06/2008,10.3744,13/06/2008,10.3655
16/06/2008,10.3382,16/06/2008,10.3399
17/06/2008,10.3185,17/06/2008,10.3153
18/06/2008,10.3104,18/06/2008,10.2935
19/06/2008,10.3065,19/06/2008,10.3156
20/06/2008,10.3060,20/06/2008,10.2753
23/06/2008,10.2975,23/06/2008,10.3032
24/06/2008,10.3063,24/06/2008,10.3180
25/06/2008,10.2800,25/06/2008,10.2938
26/06/2008,10.2838,26/06/2008,10.2841
27/06/2008,10.2928,27/06/2008,10.3028
30/06/2008,10.2960,30/06/2008,10.3069
01/07/2008,10.3426,01/07/2008,10.3908
02/07/2008,10.3875,02/07/2008,10.3722
03/07/2008,10.3753,03/07/2008,10.3692
04/07/2008,10.3527,04/07/2008,10.3411
07/07/2008,10.3318,07/07/2008,10.3263
08/07/2008,10.3283,08/07/2008,10.3363
09/07/2008,10.3113,09/07/2008,10.2993
10/07/2008,10.3078,10/07/2008,10.3076
11/07/2008,10.2985,11/07/2008,10.3120
14/07/2008,10.2958,14/07/2008,10.2925
15/07/2008,10.3008,15/07/2008,10.3229
16/07/2008,10.2605,16/07/2008,10.2608
17/07/2008,10.2340,17/07/2008,10.2311
18/07/2008,10.1960,18/07/2008,10.2047
21/07/2008,10.1518,21/07/2008,10.1708
22/07/2008,10.0865,22/07/2008,10.1178
23/07/2008,10.0248,23/07/2008,10.0552
24/07/2008,10.0064,24/07/2008,10.0264
25/07/2008,10.0662,25/07/2008,10.0190
28/07/2008,10.0825,28/07/2008,10.0706
29/07/2008,10.0553,29/07/2008,10.0610
30/07/2008,10.0395,30/07/2008,10.0340
31/07/2008,10.0325,31/07/2008,10.0353
01/08/2008,9.9853,01/08/2008,9.9705
04/08/2008,9.9039,04/08/2008,9.9335
05/08/2008,9.8877,05/08/2008,9.9180
06/08/2008,9.9335,06/08/2008,9.9485
07/08/2008,9.9804,07/08/2008,9.9877
08/08/2008,10.0853,08/08/2008,10.1305
11/08/2008,10.1561,11/08/2008,10.1295
12/08/2008,10.1610,12/08/2008,10.1590
