id,Port Name,State,Port Code,Border,Date,Measure,Value
6275,Northgate,North Dakota,3406,US-Canada Border,2018/01/08,Rail Containers Empty,69
6276,Fort Fairfield,Maine,107,US-Canada Border,2018/01/08,Truck Containers Empty,761
6277,Otay Mesa,California,2506,US-Mexico Border,2018/01/08,Truck Containers Empty,25533
6278,Houlton,Maine,106,US-Canada Border,2018/01/08,Truck Containers Full,5710
6279,Pembina,North Dakota,3401,US-Canada Border,2018/01/08,Buses,71
6280,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/08,Buses,929
6281,Sumas,Washington,3009,US-Canada Border,2018/01/08,Rail Containers Full,65
6282,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/08,Buses,82
6283,San Luis,Arizona,2608,US-Mexico Border,2018/01/08,Truck Containers Empty,732
6284,Laredo,Texas,2304,US-Mexico Border,2018/01/08,Truck Containers Full,151754
6285,El Paso,Texas,2402,US-Mexico Border,2018/01/08,Rail Containers Empty,5112
6286,Calexico East,California,2507,US-Mexico Border,2018/01/08,Rail Containers Full,30
6287,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/08,Truck Containers Full,64960
6288,San Ysidro,California,2504,US-Mexico Border,2018/01/08,Pedestrians,846742
6289,Hidalgo,Texas,2305,US-Mexico Border,2018/01/08,Buses,1769
6290,Sumas,Washington,3009,US-Canada Border,2018/01/08,Buses,20
6291,Van Buren,Maine,108,US-Canada Border,2018/01/08,Trains,32
6292,Northgate,North Dakota,3406,US-Canada Border,2018/01/08,Pedestrians,12
6293,Skagway,Alaska,3103,US-Canada Border,2018/01/08,Buses,2768
6294,Raymond,Montana,3301,US-Canada Border,2018/01/08,Buses,2
6295,Sweetgrass,Montana,3310,US-Canada Border,2018/01/08,Trucks,11255
6296,Massena,New York,704,US-Canada Border,2018/01/08,Pedestrians,32
6297,Otay Mesa,California,2506,US-Mexico Border,2018/01/08,Truck Containers Full,70096
6298,Frontier,Washington,3020,US-Canada Border,2018/01/08,Truck Containers Full,442
6299,Vanceboro,Maine,105,US-Canada Border,2018/01/08,Truck Containers Empty,73
6300,Wildhorse,Montana,3323,US-Canada Border,2018/01/08,Truck Containers Full,271
6301,Calexico East,California,2507,US-Mexico Border,2018/01/08,Truck Containers Empty,16030
6302,Friday Harbor,Washington,3014,US-Canada Border,2018/01/08,Personal Vehicle Passengers,1131
6303,Massena,New York,704,US-Canada Border,2018/01/08,Personal Vehicles,81368
6304,Warroad,Minnesota,3423,US-Canada Border,2018/01/08,Truck Containers Full,217
6305,Sumas,Washington,3009,US-Canada Border,2018/01/08,Bus Passengers,537
6306,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/08,Truck Containers Empty,421
6307,Tornillo-Fabens,Texas,2404,US-Mexico Border,2018/01/08,Personal Vehicles,29712
6308,Opheim,Montana,3317,US-Canada Border,2018/01/08,Personal Vehicles,399
6309,Piegan,Montana,3316,US-Canada Border,2018/01/08,Trucks,214
6310,Port Huron,Michigan,3802,US-Canada Border,2018/01/08,Personal Vehicles,174904
6311,Sweetgrass,Montana,3310,US-Canada Border,2018/01/08,Rail Containers Empty,532
6312,Boundary,Washington,3015,US-Canada Border,2018/01/08,Train Passengers,54
6313,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/08,Buses,59
6314,Maida,North Dakota,3416,US-Canada Border,2018/01/08,Personal Vehicle Passengers,1747
6315,Opheim,Montana,3317,US-Canada Border,2018/01/08,Personal Vehicle Passengers,787
6316,Hansboro,North Dakota,3415,US-Canada Border,2018/01/08,Trucks,13
6317,Van Buren,Maine,108,US-Canada Border,2018/01/08,Personal Vehicle Passengers,21051
6318,Tecate,California,2505,US-Mexico Border,2018/01/08,Pedestrians,76051
6319,Roma,Texas,2310,US-Mexico Border,2018/01/08,Personal Vehicles,61187
6320,San Luis,Arizona,2608,US-Mexico Border,2018/01/08,Pedestrians,156686
6321,Pembina,North Dakota,3401,US-Canada Border,2018/01/08,Truck Containers Full,17176
6322,Del Bonita,Montana,3322,US-Canada Border,2018/01/08,Personal Vehicle Passengers,10059
6323,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/08,Rail Containers Empty,735
6324,Lancaster,Minnesota,3430,US-Canada Border,2018/01/08,Trucks,366
6325,Eastport,Idaho,3302,US-Canada Border,2018/01/08,Personal Vehicles,16787
6326,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/08,Personal Vehicles,78959
6327,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/08,Buses,312
6328,El Paso,Texas,2402,US-Mexico Border,2018/01/08,Personal Vehicles,1081501
6329,Trout River,New York,715,US-Canada Border,2018/01/08,Truck Containers Full,592
6330,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/08,Trains,26
6331,Progreso,Texas,2309,US-Mexico Border,2018/01/08,Pedestrians,68734
6332,Ambrose,North Dakota,3410,US-Canada Border,2018/01/08,Personal Vehicle Passengers,166
6333,Del Rio,Texas,2302,US-Mexico Border,2018/01/08,Pedestrians,13080
6334,Blaine,Washington,3004,US-Canada Border,2018/01/08,Train Passengers,16660
6335,Piegan,Montana,3316,US-Canada Border,2018/01/08,Personal Vehicles,22131
6336,Del Bonita,Montana,3322,US-Canada Border,2018/01/08,Trucks,44
6337,Fort Kent,Maine,110,US-Canada Border,2018/01/08,Truck Containers Full,140
6338,Madawaska,Maine,109,US-Canada Border,2018/01/08,Personal Vehicle Passengers,54305
6339,Pembina,North Dakota,3401,US-Canada Border,2018/01/08,Trains,104
6340,Presidio,Texas,2403,US-Mexico Border,2018/01/08,Personal Vehicles,59729
6341,Detroit,Michigan,3801,US-Canada Border,2018/01/08,Truck Containers Empty,46506
6342,Calais,Maine,115,US-Canada Border,2018/01/08,Truck Containers Empty,2218
6343,Tecate,California,2505,US-Mexico Border,2018/01/08,Trucks,5897
6344,Hansboro,North Dakota,3415,US-Canada Border,2018/01/08,Personal Vehicle Passengers,1441
6345,Sarles,North Dakota,3409,US-Canada Border,2018/01/08,Bus Passengers,20
6346,Calexico East,California,2507,US-Mexico Border,2018/01/08,Trains,21
6347,Baudette,Minnesota,3424,US-Canada Border,2018/01/08,Truck Containers Empty,524
6348,Van Buren,Maine,108,US-Canada Border,2018/01/08,Trucks,1295
6349,Turner,Montana,3306,US-Canada Border,2018/01/08,Personal Vehicles,974
6350,Noonan,North Dakota,3420,US-Canada Border,2018/01/08,Truck Containers Empty,286
6351,Norton,Vermont,211,US-Canada Border,2018/01/08,Rail Containers Full,696
6352,Columbus,New Mexico,2406,US-Mexico Border,2018/01/08,Personal Vehicles,30808
6353,El Paso,Texas,2402,US-Mexico Border,2018/01/08,Truck Containers Empty,17258
6354,Cape Vincent,New York,706,US-Canada Border,2018/01/08,Personal Vehicles,2093
6355,Hansboro,North Dakota,3415,US-Canada Border,2018/01/08,Buses,3
6356,El Paso,Texas,2402,US-Mexico Border,2018/01/08,Bus Passengers,17348
6357,Del Rio,Texas,2302,US-Mexico Border,2018/01/08,Truck Containers Empty,1468
6358,Otay Mesa,California,2506,US-Mexico Border,2018/01/08,Trucks,89686
6359,Sumas,Washington,3009,US-Canada Border,2018/01/08,Rail Containers Empty,271
6360,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/08,Personal Vehicles,24533
6361,Hidalgo,Texas,2305,US-Mexico Border,2018/01/08,Pedestrians,186523
6362,Ketchikan,Alaska,3102,US-Canada Border,2018/01/08,Buses,2
6363,Roosville,Montana,3318,US-Canada Border,2018/01/08,Buses,3
6364,Vanceboro,Maine,105,US-Canada Border,2018/01/08,Train Passengers,48
6365,Porthill,Idaho,3308,US-Canada Border,2018/01/08,Pedestrians,16
6366,Eastport,Idaho,3302,US-Canada Border,2018/01/08,Truck Containers Empty,899
6367,Fort Kent,Maine,110,US-Canada Border,2018/01/08,Bus Passengers,59
6368,Boundary,Washington,3015,US-Canada Border,2018/01/09,Rail Containers Empty,551
6369,Pembina,North Dakota,3401,US-Canada Border,2018/01/09,Rail Containers Empty,1945
6370,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/09,Truck Containers Full,23542
6371,Pembina,North Dakota,3401,US-Canada Border,2018/01/09,Trains,122
6372,Metaline Falls,Washington,3025,US-Canada Border,2018/01/09,Truck Containers Full,36
6373,Columbus,New Mexico,2406,US-Mexico Border,2018/01/09,Truck Containers Full,2432
6374,Ambrose,North Dakota,3410,US-Canada Border,2018/01/09,Trucks,32
6375,Derby Line,Vermont,209,US-Canada Border,2018/01/09,Bus Passengers,5470
6376,Sumas,Washington,3009,US-Canada Border,2018/01/09,Trains,19
6377,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/09,Rail Containers Empty,144
6378,Limestone,Maine,118,US-Canada Border,2018/01/09,Trucks,308
6379,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/09,Train Passengers,2979
6380,Blaine,Washington,3004,US-Canada Border,2018/01/09,Truck Containers Empty,7060
6381,Port Huron,Michigan,3802,US-Canada Border,2018/01/09,Train Passengers,678
6382,Houlton,Maine,106,US-Canada Border,2018/01/09,Bus Passengers,1713
6383,El Paso,Texas,2402,US-Mexico Border,2018/01/09,Rail Containers Empty,6833
6384,Norton,Vermont,211,US-Canada Border,2018/01/09,Personal Vehicles,3229
6385,Pembina,North Dakota,3401,US-Canada Border,2018/01/09,Rail Containers Full,12663
6386,Alexandria Bay,New York,708,US-Canada Border,2018/01/09,Truck Containers Empty,1742
6387,Del Rio,Texas,2302,US-Mexico Border,2018/01/09,Pedestrians,14327
6388,Port Angeles,Washington,3007,US-Canada Border,2018/01/09,Personal Vehicles,7540
6389,Maida,North Dakota,3416,US-Canada Border,2018/01/09,Trucks,182
6390,Trout River,New York,715,US-Canada Border,2018/01/09,Rail Containers Empty,700
6391,Maida,North Dakota,3416,US-Canada Border,2018/01/09,Truck Containers Empty,130
6392,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/09,Truck Containers Full,60867
6393,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/09,Pedestrians,367
6394,Neche,North Dakota,3404,US-Canada Border,2018/01/09,Truck Containers Empty,1096
6395,Piegan,Montana,3316,US-Canada Border,2018/01/09,Personal Vehicles,11987
6396,Houlton,Maine,106,US-Canada Border,2018/01/09,Personal Vehicle Passengers,37072
6397,Trout River,New York,715,US-Canada Border,2018/01/09,Trains,55
6398,Presidio,Texas,2403,US-Mexico Border,2018/01/09,Personal Vehicles,59271
6399,Roosville,Montana,3318,US-Canada Border,2018/01/09,Truck Containers Empty,731
6400,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/09,Bus Passengers,25241
6401,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/09,Truck Containers Empty,3191
6402,Blaine,Washington,3004,US-Canada Border,2018/01/09,Trucks,30748
6403,Limestone,Maine,118,US-Canada Border,2018/01/09,Personal Vehicle Passengers,2421
6404,Brownsville,Texas,2301,US-Mexico Border,2018/01/09,Buses,519
6405,Ambrose,North Dakota,3410,US-Canada Border,2018/01/09,Personal Vehicles,70
6406,Ogdensburg,New York,701,US-Canada Border,2018/01/09,Truck Containers Empty,736
6407,Douglas,Arizona,2601,US-Mexico Border,2018/01/09,Truck Containers Empty,531
6408,Otay Mesa,California,2506,US-Mexico Border,2018/01/09,Buses,2929
6409,Noonan,North Dakota,3420,US-Canada Border,2018/01/09,Truck Containers Full,29
6410,Turner,Montana,3306,US-Canada Border,2018/01/09,Personal Vehicle Passengers,1305
6411,Del Rio,Texas,2302,US-Mexico Border,2018/01/09,Personal Vehicles,132292
6412,Del Rio,Texas,2302,US-Mexico Border,2018/01/09,Trucks,6263
6413,Blaine,Washington,3004,US-Canada Border,2018/01/09,Bus Passengers,29446
6414,Trout River,New York,715,US-Canada Border,2018/01/09,Truck Containers Full,509
6415,Naco,Arizona,2603,US-Mexico Border,2018/01/09,Truck Containers Empty,107
6416,Dalton Cache,Alaska,3106,US-Canada Border,2018/01/09,Trucks,91
6417,Laredo,Texas,2304,US-Mexico Border,2018/01/09,Trucks,186206
6418,Ketchikan,Alaska,3102,US-Canada Border,2018/01/09,Personal Vehicles,147
6419,Calais,Maine,115,US-Canada Border,2018/01/09,Truck Containers Empty,1771
6420,Roseau,Minnesota,3426,US-Canada Border,2018/01/09,Truck Containers Full,94
6421,Point Roberts,Washington,3017,US-Canada Border,2018/01/09,Bus Passengers,968
6422,Westhope,North Dakota,3419,US-Canada Border,2018/01/09,Truck Containers Empty,111
6423,Portal,North Dakota,3403,US-Canada Border,2018/01/09,Personal Vehicles,6602
6424,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/09,Train Passengers,196
6425,Lynden,Washington,3023,US-Canada Border,2018/01/09,Bus Passengers,138
6426,Port Huron,Michigan,3802,US-Canada Border,2018/01/09,Trucks,71916
6427,Blaine,Washington,3004,US-Canada Border,2018/01/09,Personal Vehicle Passengers,667574
6428,San Ysidro,California,2504,US-Mexico Border,2018/01/09,Buses,2531
6429,Madawaska,Maine,109,US-Canada Border,2018/01/09,Trucks,164
6430,Calais,Maine,115,US-Canada Border,2018/01/09,Pedestrians,810
6431,Hidalgo,Texas,2305,US-Mexico Border,2018/01/09,Pedestrians,171916
6432,Friday Harbor,Washington,3014,US-Canada Border,2018/01/09,Personal Vehicle Passengers,833
6433,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/09,Trucks,13154
6434,Progreso,Texas,2309,US-Mexico Border,2018/01/09,Personal Vehicles,100936
6435,Neche,North Dakota,3404,US-Canada Border,2018/01/09,Truck Containers Full,88
6436,Port Huron,Michigan,3802,US-Canada Border,2018/01/09,Trains,263
6437,Columbus,New Mexico,2406,US-Mexico Border,2018/01/09,Pedestrians,24440
6438,Point Roberts,Washington,3017,US-Canada Border,2018/01/09,Personal Vehicles,79449
6439,Nogales,Arizona,2604,US-Mexico Border,2018/01/09,Trains,63
6440,St. John,North Dakota,3405,US-Canada Border,2018/01/09,Bus Passengers,38
6441,Del Bonita,Montana,3322,US-Canada Border,2018/01/09,Trucks,21
6442,Sweetgrass,Montana,3310,US-Canada Border,2018/01/09,Bus Passengers,560
6443,Fort Kent,Maine,110,US-Canada Border,2018/01/09,Personal Vehicle Passengers,13460
6444,Opheim,Montana,3317,US-Canada Border,2018/01/09,Truck Containers Full,1
6445,Alcan,Alaska,3104,US-Canada Border,2018/01/09,Buses,13
6446,Boundary,Washington,3015,US-Canada Border,2018/01/09,Bus Passengers,26
6447,Progreso,Texas,2309,US-Mexico Border,2018/01/09,Pedestrians,69932
6448,Jackman,Maine,104,US-Canada Border,2018/01/09,Trains,21
6449,Hidalgo,Texas,2305,US-Mexico Border,2018/01/09,Truck Containers Full,35989
6450,Porthill,Idaho,3308,US-Canada Border,2018/01/09,Personal Vehicles,10413
6451,Fort Kent,Maine,110,US-Canada Border,2018/01/09,Bus Passengers,31
6452,Dunseith,North Dakota,3422,US-Canada Border,2018/01/09,Buses,6
6453,Derby Line,Vermont,209,US-Canada Border,2018/01/09,Personal Vehicles,47511
6454,El Paso,Texas,2402,US-Mexico Border,2018/01/09,Trains,115
6455,Baudette,Minnesota,3424,US-Canada Border,2018/01/09,Personal Vehicles,15235
6456,Antler,North Dakota,3413,US-Canada Border,2018/01/09,Personal Vehicle Passengers,1355
6457,Madawaska,Maine,109,US-Canada Border,2018/01/09,Truck Containers Empty,134
6458,Derby Line,Vermont,209,US-Canada Border,2018/01/09,Buses,155
6459,Anacortes,Washington,3010,US-Canada Border,2018/01/09,Personal Vehicle Passengers,6756
6460,Antler,North Dakota,3413,US-Canada Border,2018/01/09,Personal Vehicles,739
6461,Laurier,Washington,3016,US-Canada Border,2018/01/09,Truck Containers Full,336
6462,Houlton,Maine,106,US-Canada Border,2018/01/09,Truck Containers Empty,1774
6463,Fort Fairfield,Maine,107,US-Canada Border,2018/01/09,Personal Vehicle Passengers,13669
6464,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/09,Truck Containers Empty,1575
6465,Trout River,New York,715,US-Canada Border,2018/01/09,Train Passengers,110
6466,Eastport,Idaho,3302,US-Canada Border,2018/01/09,Trains,85
6467,Richford,Vermont,203,US-Canada Border,2018/01/09,Truck Containers Full,107
6468,Jackman,Maine,104,US-Canada Border,2018/01/09,Bus Passengers,444
6469,Port Huron,Michigan,3802,US-Canada Border,2018/01/09,Buses,270
6470,Frontier,Washington,3020,US-Canada Border,2018/01/09,Personal Vehicle Passengers,6124
6471,Point Roberts,Washington,3017,US-Canada Border,2018/01/09,Buses,44
6472,Houlton,Maine,106,US-Canada Border,2018/01/09,Truck Containers Full,5586
6473,Richford,Vermont,203,US-Canada Border,2018/01/09,Train Passengers,16
6474,Sumas,Washington,3009,US-Canada Border,2018/01/09,Buses,29
6475,Piegan,Montana,3316,US-Canada Border,2018/01/09,Buses,8
6476,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/09,Trucks,9097
6477,Eastport,Idaho,3302,US-Canada Border,2018/01/09,Rail Containers Full,8111
6478,Boundary,Washington,3015,US-Canada Border,2018/01/09,Trucks,34
6479,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/09,Rail Containers Empty,15048
6480,Portal,North Dakota,3403,US-Canada Border,2018/01/09,Trucks,7158
6481,Westhope,North Dakota,3419,US-Canada Border,2018/01/09,Trucks,610
6482,Noonan,North Dakota,3420,US-Canada Border,2018/01/09,Trucks,253
6483,Wildhorse,Montana,3323,US-Canada Border,2018/01/09,Truck Containers Empty,3
6484,Norton,Vermont,211,US-Canada Border,2018/01/09,Personal Vehicle Passengers,5271
6485,Brownsville,Texas,2301,US-Mexico Border,2018/01/09,Truck Containers Full,12503
6486,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/09,Buses,646
6487,Madawaska,Maine,109,US-Canada Border,2018/01/09,Buses,1
6488,El Paso,Texas,2402,US-Mexico Border,2018/01/09,Pedestrians,489492
6489,Otay Mesa,California,2506,US-Mexico Border,2018/01/09,Rail Containers Empty,350
6490,Warroad,Minnesota,3423,US-Canada Border,2018/01/09,Personal Vehicle Passengers,15353
6491,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/09,Rail Containers Empty,2502
6492,Laurier,Washington,3016,US-Canada Border,2018/01/09,Personal Vehicles,4038
6493,Jackman,Maine,104,US-Canada Border,2018/01/09,Truck Containers Full,1615
6494,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/09,Rail Containers Full,1042
6495,Sasabe,Arizona,2606,US-Mexico Border,2018/01/09,Personal Vehicle Passengers,3722
6496,Walhalla,North Dakota,3407,US-Canada Border,2018/01/09,Trucks,691
6497,Detroit,Michigan,3801,US-Canada Border,2018/01/09,Truck Containers Empty,42005
6498,Sweetgrass,Montana,3310,US-Canada Border,2018/01/09,Personal Vehicle Passengers,31279
6499,Sweetgrass,Montana,3310,US-Canada Border,2018/01/09,Train Passengers,156
6500,Calais,Maine,115,US-Canada Border,2018/01/09,Train Passengers,14
6501,Lynden,Washington,3023,US-Canada Border,2018/01/09,Buses,6
6502,Danville,Washington,3012,US-Canada Border,2018/01/09,Truck Containers Full,5
6503,Westhope,North Dakota,3419,US-Canada Border,2018/01/09,Personal Vehicle Passengers,1375
6504,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/09,Trucks,8010
6505,Ketchikan,Alaska,3102,US-Canada Border,2018/01/09,Buses,1
6506,Calexico East,California,2507,US-Mexico Border,2018/01/09,Pedestrians,18385
6507,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/09,Truck Containers Full,708
6508,Alcan,Alaska,3104,US-Canada Border,2018/01/09,Truck Containers Empty,408
6509,Del Rio,Texas,2302,US-Mexico Border,2018/01/09,Truck Containers Empty,1302
6510,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/09,Personal Vehicles,45544
6511,Sweetgrass,Montana,3310,US-Canada Border,2018/01/09,Truck Containers Full,10592
6512,Ogdensburg,New York,701,US-Canada Border,2018/01/09,Personal Vehicles,24847
6513,Van Buren,Maine,108,US-Canada Border,2018/01/09,Trains,35
6514,Andrade,California,2502,US-Mexico Border,2018/01/09,Personal Vehicles,44773
6515,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/09,Personal Vehicle Passengers,904087
6516,Raymond,Montana,3301,US-Canada Border,2018/01/09,Trucks,1269
6517,Presidio,Texas,2403,US-Mexico Border,2018/01/09,Truck Containers Empty,124
6518,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/09,Trucks,3268
